source	target	label
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0190.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0194.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	ETH-BIB Mittelholzer-Abyssinia flight 1934	ETH-BIB Mittelholzer-Abyssinia flight 1934
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Kamel_und_Kindern_vor_Flugzeug,_Ma'an,_Transjordanien-Abessinienflug_1934-LBS_MH02-22-0013.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_mit_Pferd_in_der_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0230.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_und_Frau_an_einem_Tisch_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0212.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0191.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0206.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_und_Frau_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0208.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	Fur fashion in 1932	Fur fashion in 1932
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_mit_Hund_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0195.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_und_Frau_vor_einer_Tür_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0343.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_vor_einem_Haus_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0299.tif	PD-old-75	PD-old-75
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	1932 in Fes	1932 in Fes
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Männer_an_einem_Verkaufsstand_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0366.tif	PD-old-75	PD-old-75
ETH-BIB-Männer_in_Colomb-Bechar-Nordafrikaflug_1932-LBS_MH02-13-0257.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Männer_in_Colomb-Bechar-Nordafrikaflug_1932-LBS_MH02-13-0257.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Männer_in_Colomb-Bechar-Nordafrikaflug_1932-LBS_MH02-13-0257.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Männer_in_Colomb-Bechar-Nordafrikaflug_1932-LBS_MH02-13-0257.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
