id_file	file	page	page_typo	page_typo	date	pv
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-05-01	3
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-06-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-07-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-08-01	0
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-09-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-10-01	0
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-11-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2017-12-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-01-01	0
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-02-01	2
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-03-01	0
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-04-01	0
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-05-01	1
5196	File:ETH-BIB-Blaue Grotte, Capri. Schematisch nach A. Sieberg-Dia 247-Z-00135.tif	Blaue Grotte (Capri)	de	article	2018-06-01	0
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-04-01	9
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-05-01	14
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-06-01	9
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-07-01	9
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-08-01	4
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-09-01	2
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-10-01	5
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-11-01	3
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2016-12-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-01-01	8
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-02-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-03-01	5
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-04-01	4
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-05-01	10
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-06-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-07-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-08-01	0
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-09-01	4
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-10-01	5
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-11-01	10
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2017-12-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-01-01	6
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-02-01	12
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-03-01	16
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-04-01	4
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-05-01	1
50466	File:ETH-BIB-Lorenz, Richard (1863-1929)-Portrait-Portr 07888.tif	Richard Lorenz (chemist)	en	article	2018-06-01	2
34859	File:ETH-BIB-Schah-Abdul-Azim -Schrein- aus 100 m Höhe-Persienflug 1924-1925-LBS MH02-02-0076-AL-FL.tif	حرم شاه عبدالعظیم	fa	article	2018-03-01	1
2816	File:ETH-BIB-Bad Ragaz aus 300 m-Inlandflüge-LBS MH01-002816.tif	Bad Ragaz	de	article	2016-04-01	2
