1165	File:ETH-BIB-Alfred_Künzle_und_Mechaniker_Wegmann_im_Serengeti_Camp-Kilimanjaroflug_1929-30-LBS_MH02-07-0049.tif	-	-	-	-	-	-	1930	1930	Walter Mittelholzer	-	-	photography: negative - - portrait


