0	File:Aettenschwil 1953.jpg
1	File:AJZ Zürich ETH Bildarchiv Com L30-0048-0825.tif
2	File:BassersdorffJVogt-19890513i.jpg
3	File:BassersdorffJVogt-19890513i.tif
4	File:BassersdorffSchatz-19801028iv.jpg
5	File:BassersdorffSchatz-19810519i.jpg
6	File:BassersdorffSchatz-19810519i.tif
7	File:BassersdorffSchatz-19810519ii.jpg
8	File:BassersdorffSchatz-19810519ii.tif
9	File:BassersdorffSwissair-19610618i.jpg
10	File:BassersdorffSwissair-19610618i.tif
11	File:BassersdorffSwissair-19650804i.jpg
12	File:BassersdorffSwissair-19650804i.tif
13	File:BassersdorffSwissair-19700713i.jpg
14	File:BassersdorffSwissair-19700713i.tif
15	File:BassersdorffSwissair-19700713ii.jpg
16	File:BassersdorffSwissair-19700713ii.tif
17	File:BassersdorffSwissair-19730615i.jpg
18	File:BassersdorffSwissair-19730615i.tif
19	File:BassersdorffSwissair-19770911i.jpg
20	File:BassersdorffSwissair-19770911i.tif
21	File:BassersdorffSwissair-19780725i.jpg
22	File:BassersdorffSwissair-19780725i.tif
23	File:BassersdorffSwissair-19800912i.jpg
24	File:BassersdorffSwissair-19800912i.tif
25	File:BassersdorffSwissair-19800912ii.jpg
26	File:BassersdorffSwissair-19800912ii.tif
27	File:BassersdorffSwissair-19800912iii.jpg
28	File:BassersdorffSwissair-19800912iii.tif
29	File:BassersdorffSwissair-19800912iv.jpg
30	File:BassersdorffSwissair-19800912iv.tif
31	File:BassersdorffSwissair-19800912v.jpg
32	File:BassersdorffSwissair-19800912v.tif
33	File:BassersdorffSwissair-19800912vi.jpg
34	File:BassersdorffSwissair-19800912vi.tif
35	File:BassersdorffSwissair-19810519i.jpg
36	File:BassersdorffSwissair-19810519i.tif
37	File:BassersdorffSwissair-19810519ii.jpg
38	File:BassersdorffSwissair-19810519ii.tif
39	File:BassersdorffSwissair-19810519iii.jpg
40	File:BassersdorffSwissair-19810519iii.tif
41	File:BassersdorffSwissair-19810519iv.jpg
42	File:BassersdorffSwissair-19810519iv.tif
43	File:BassersdorffSwissair-19810519v.jpg
44	File:BassersdorffSwissair-19810519v.tif
45	File:BassersdorffSwissair-19830814i.jpg
46	File:BassersdorffSwissair-19830814i.tif
47	File:BassersdorffSwissair-19890503i.jpg
48	File:BassersdorffSwissair-19890503i.tif
49	File:BassersdorffSwissair-19890503ii.jpg
50	File:BassersdorffSwissair-19890503ii.tif
51	File:BassersdorffSwissair-19900809i.jpg
52	File:BassersdorffSwissair-19900809i.tif
53	File:BassersdorffSwissair-19940815i.jpg
54	File:BassersdorffSwissair-19940815i.tiff
55	File:BassersdorffSwissair-19950503i.jpg
56	File:BassersdorffSwissair-19950503i.tif
57	File:BassersdorffSwissair-19960614i.jpg
58	File:BassersdorffSwissair-19960614i.tif
59	File:BassersdorffSwissair-19960614ii.jpg
60	File:BassersdorffSwissair-19960614ii.tif
61	File:BassersdorffSwissair-19960715i.jpg
62	File:BassersdorffSwissair-19960715i.tif
63	File:BassersdorffSwissair-19990825i.jpg
64	File:BassersdorffSwissair-19990825i.tif
65	File:BassersdorffSwissair-20000523i.jpg
66	File:BassersdorffSwissair-20000523i.tif
67	File:BassersdorffSwissair-20010605i.jpg
68	File:BassersdorffSwissair-20010605i.tif
69	File:BassersdorffSwissair-20100708i.jpg
70	File:BassersdorffSwissair-20100708i.tif
71	File:BassersdorffWFriedli-19470728i.jpg
72	File:BassersdorffWFriedli-19470728i.tif
73	File:BassersdorffWFriedli-195709i.jpg
74	File:BassersdorffWFriedli-195709i.tif
75	File:Bellechasse 1987.jpg
76	File:Beznau-1 im Bau 2.jpg
77	File:Beznau-1 im Bau 3.jpg
78	File:Beznau-1 im Bau.jpg
