File:BassersdorffSwissair-19770911i.tif	tif	2018-01-09T17:20:38Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19780725i.jpg	jpg	2018-02-08T13:58:32Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19780725i.tif	tif	2018-02-08T13:53:10Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912i.jpg	jpg	2018-01-11T17:16:57Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912i.tif	tif	2018-01-11T17:22:45Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912ii.jpg	jpg	2018-01-11T17:31:39Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912ii.tif	tif	2018-01-11T17:31:02Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912iii.jpg	jpg	2018-01-12T20:33:38Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912iii.tif	tif	2018-01-12T20:32:59Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912iv.jpg	jpg	2018-01-18T12:56:19Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912iv.tif	tif	2018-01-18T12:59:13Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912v.jpg	jpg	2018-01-19T13:07:03Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912v.tif	tif	2018-01-19T13:05:06Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912vi.jpg	jpg	2018-01-19T15:08:47Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19800912vi.tif	tif	2018-01-19T14:37:22Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519i.jpg	jpg	2018-01-12T16:56:28Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519i.tif	tif	2018-01-12T16:55:44Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519ii.jpg	jpg	2018-01-20T02:06:31Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519ii.tif	tif	2018-01-20T02:00:26Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519iii.jpg	jpg	2018-01-20T13:27:17Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519iii.tif	tif	2018-01-20T13:21:48Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519iv.jpg	jpg	2018-01-20T15:14:27Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519iv.tif	tif	2018-01-20T15:12:13Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519v.jpg	jpg	2018-01-20T15:26:02Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19810519v.tif	tif	2018-01-20T15:24:33Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19830814i.jpg	jpg	2018-01-20T15:43:52Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19830814i.tif	tif	2018-01-20T15:43:16Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19890503i.jpg	jpg	2018-01-20T16:14:38Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19890503i.tif	tif	2018-01-20T16:12:17Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19890503ii.jpg	jpg	2018-01-20T16:33:02Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19890503ii.tif	tif	2018-01-20T16:28:53Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19900809i.jpg	jpg	2018-02-08T14:45:05Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19900809i.tif	tif	2018-02-08T14:40:34Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19940815i.jpg	jpg	2018-01-20T19:15:06Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19940815i.tiff	tiff	2018-01-20T19:13:43Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19950503i.jpg	jpg	2018-02-10T21:26:16Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19950503i.tif	tif	2018-02-10T21:21:50Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960614i.jpg	jpg	2018-01-20T19:41:25Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960614i.tif	tif	2018-01-20T19:39:31Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960614ii.jpg	jpg	2018-02-10T19:43:57Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960614ii.tif	tif	2018-02-10T19:42:07Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960715i.jpg	jpg	2018-02-09T18:11:34Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19960715i.tif	tif	2018-02-09T18:10:07Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19990825i.jpg	jpg	2018-02-11T03:40:33Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-19990825i.tif	tif	2018-02-11T03:39:34Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20000523i.jpg	jpg	2018-01-20T20:10:06Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20000523i.tif	tif	2018-01-20T20:06:39Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20010605i.jpg	jpg	2018-01-20T20:19:43Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20010605i.tif	tif	2018-01-20T20:18:30Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20100708i.jpg	jpg	2018-02-07T23:21:45Z	CC BY-SA 4.0	BITMAP
File:BassersdorffSwissair-20100708i.tif	tif	2018-02-07T23:19:45Z	CC BY-SA 4.0	BITMAP
File:BassersdorffWFriedli-19470728i.jpg	jpg	2018-01-08T00:58:25Z	CC BY-SA 4.0	BITMAP
File:BassersdorffWFriedli-19470728i.tif	tif	2018-01-08T01:07:19Z	CC BY-SA 4.0	BITMAP
File:BassersdorffWFriedli-195709i.jpg	jpg	2018-01-07T17:06:16Z	CC BY-SA 4.0	BITMAP
File:BassersdorffWFriedli-195709i.tif	tif	2018-01-07T16:59:24Z	CC BY-SA 4.0	BITMAP
File:Bellechasse 1987.jpg	jpg	2017-06-07T20:16:49Z	CC BY-SA 4.0	BITMAP
File:Beznau-1 im Bau 2.jpg	jpg	2017-06-08T16:31:56Z	CC BY-SA 4.0	BITMAP
File:Beznau-1 im Bau 3.jpg	jpg	2017-06-08T16:34:43Z	CC BY-SA 4.0	BITMAP
File:Beznau-1 im Bau.jpg	jpg	2017-06-08T16:28:22Z	CC BY-SA 4.0	BITMAP
File:Bilder vom Spitzbergenflug, Arthur Neumann, W. Mittelholzer .jpg	jpg	2018-03-13T15:09:26Z	Public domain	BITMAP
File:Bilder vom Spitzbergenflug, Arthur Neumann, W. Mittelholzer.jpg	jpg	2018-03-13T13:51:07Z	Public domain	BITMAP
File:BreitlohNuerensdorff-19610307i.jpg	jpg	2018-01-24T11:58:19Z	CC BY-SA 4.0	BITMAP
File:BreitlohNuerensdorff-19610307i.tif	tif	2018-01-24T11:53:13Z	CC BY-SA 4.0	BITMAP
File:Com F57-00018.tif	tif	2017-04-17T12:26:40Z	CC BY-SA 4.0	BITMAP
File:Com LC0624-002-008.jpg	jpg	2017-07-08T16:17:20Z	CC BY-SA 4.0	BITMAP
File:Dia 247-00232.tif	tif	2018-01-07T08:37:21Z	CC BY-SA 4.0	BITMAP
File:Dornier Do K ETH-BIB-Flugzeug am Boden-Inlandflüge-LBS MH05-72-07.tiff	tiff	2017-02-09T15:30:34Z	Public domain	BITMAP
File:Dornier Do K ETH-BIB-Flugzeug am Boden-Inlandflüge-LBS MH05-72-08.tiff	tiff	2017-02-09T15:32:34Z	Public domain	BITMAP
File:Dornier Do K ETH-BIB-Flugzeug am Boden-Inlandflüge-LBS MH05-72-09.tiff	tiff	2017-02-09T15:33:47Z	Public domain	BITMAP
File:Dornier Do K ETH-BIB-Gruppe Männer vor Flugzeug-Inlandflüge-LBS MH05-72-10.tiff	tiff	2017-02-09T15:34:56Z	Public domain	BITMAP
File:Dübendorf Chem Fabrik Flora Givaudan.jpg	jpg	2018-05-28T09:54:24Z	Public domain	BITMAP
File:Emosson Construction.jpg	jpg	2017-06-07T20:44:52Z	CC BY-SA 4.0	BITMAP
File:ETH Swissair LBS SR02-10259 Ausschnitt Klöti.tif	tif	2018-01-09T15:05:06Z	CC BY-SA 4.0	BITMAP
File:ETH Swissair LBS SR02-10259 Ausschnitt Robert Haab.tif	tif	2018-01-09T15:16:04Z	CC BY-SA 4.0	BITMAP
File:ETH Swissair LBS SR02-10259.tif	tif	2018-01-09T14:59:10Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB - französische Flugzeuge am Kap Juby - Tschadseeflug 1930-31-LBS MH02-08-1076.tiff	tiff	2016-08-18T13:20:20Z	Public domain	BITMAP
File:ETH-BIB-"Appenzeller Granit" im Steinbruch Laupen bei Wald-Dia 247-12236.tif	tif	2018-04-26T03:38:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Birmo"-Aargau, Reinigung der VHS Zürich nach Stollenbesuch-Dia 247-07693.tif	tif	2018-04-25T10:01:55Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Birmo"-Aargau, Stollen-Eingang-Dia 247-07692.tif	tif	2018-04-25T10:01:53Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Course aux chevaux", Dampfer Djenné-Dia 247-09061.tif	tif	2018-04-25T15:25:48Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Glacière" N. Couvet, Entrée (Les Sagmettes)-Dia 247-12264.tif	tif	2018-04-26T03:42:58Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Glacière" N. Couvet, von Nordost (Les Sagmettes)-Dia 247-12266.tif	tif	2018-04-26T03:44:06Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Gross-Davoser" See-Terrasse von Islen talabwärts-Dia 247-14430.tif	tif	2018-04-26T12:02:18Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Hito" Grenzstein Aegentina-Chile-Dia 247-11362.tif	tif	2018-04-26T00:44:48Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Milieu du monde", La Sarraz von Nordost-Dia 247-12813.tif	tif	2018-04-26T05:58:53Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Oberalbis" vom Grat zwischen Schweikhof und Albishorn-Dia 247-08352.tif	tif	2018-04-25T12:50:02Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Schalenstein" Err. Gneisblock bei Ins, von Norden-Dia 247-13171.tif	tif	2018-04-26T07:23:03Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Schalenstein" Errat. Gneisblock bei Ins, von Ins-Dia 247-13173.tif	tif	2018-04-26T07:24:12Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Schmelze" Ausser-Ferrera, Avers-Dia 247-05029.tif	tif	2018-04-25T05:34:27Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Station" Harle (für Spiekerog)-Dia 247-05775.tif	tif	2018-04-25T06:19:12Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Unterer Albis" Adliswil, vom "Boden" ob Hirschen-Albis-Dia 247-08360.tif	tif	2018-04-25T12:52:48Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Vice-Roy of India" in Marseille-Dia 247-10536.tif	tif	2018-04-25T21:09:18Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Viceroy of India", oberstes Deck mit Rettungsbooten, rückw.-Dia 247-07584.tif	tif	2018-04-25T09:38:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Viceroy of India", oberstes Deck von hinten-Dia 247-07585.tif	tif	2018-04-25T09:38:21Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Viceroy of India", von der Kommandobrücke nach vorn-Dia 247-07583.tif	tif	2018-04-25T09:38:26Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Viceroy of India", Äffchen an Board-Dia 247-07582.tif	tif	2018-04-25T09:36:45Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Bahn- und Strassenkreuzung Landwasser abwärts-Dia 247-14415.tif	tif	2018-04-26T11:58:44Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Bärentritt, Landwasser abwärts-Dia 247-14418.tif	tif	2018-04-26T11:58:46Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Engpass abwärts oberhalb Bahnbrücke-Dia 247-14414.tif	tif	2018-04-26T11:58:44Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Landwasser abwärts, unterhalb Schmelzboden-Dia 247-14411.tif	tif	2018-04-26T11:56:33Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Lawine über Landwasser (abwärts)-Dia 247-14417.tif	tif	2018-04-26T11:58:45Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Schutt-Staung am Felskopf (Pseudo-Falte) Landwasser abwärts-Dia 247-14416.tif	tif	2018-04-26T11:58:43Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Strassen-Doppel-Tunnel mit Lawinenrest, abwärts-Dia 247-14412.tif	tif	2018-04-26T11:57:42Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-"Züge" Strassen-Doppel-Tunnel mit Lawinenrest, aufwärts-Dia 247-14413.tif	tif	2018-04-26T11:57:41Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-(B-747-300-SUD) Buchs (Zürich) aus 500 m-Inlandflüge-LBS MH01-002881.tif	tif	2016-12-22T14:14:10Z	Public domain	BITMAP
File:ETH-BIB--.tif	tif	2017-06-09T14:20:43Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB--Abessinienflug 1934-.tif	tif	2016-08-17T13:20:23Z	Public domain	BITMAP
File:ETH-BIB--Inlandflüge-.tif	tif	2016-12-15T11:47:59Z	Public domain	BITMAP
File:ETH-BIB--Inlandflüge-LBS MH03-1559.tif	tif	2017-02-09T16:58:29Z	Public domain	BITMAP
File:ETH-BIB--Kilimanjaroflug 1929-30-.tif	tif	2016-06-21T10:10:52Z	Public domain	BITMAP
File:ETH-BIB--Mittelmeerflug 1928-.tif	tif	2016-08-16T07:48:03Z	Public domain	BITMAP
File:ETH-BIB--Persienflug 1924-1925-.tif	tif	2016-05-31T08:39:19Z	Public domain	BITMAP
File:ETH-BIB--Portrait-.tif	tif	2017-05-30T15:03:00Z	Public domain	BITMAP
File:ETH-BIB--Tschadseeflug 1930-31-.tif	tif	2016-08-18T10:43:01Z	Public domain	BITMAP
File:ETH-BIB--Weitere-.tif	tif	2016-08-24T10:29:46Z	Public domain	BITMAP
File:ETH-BIB-2 km westlich vor Col de Tega, Corsica, Blick nach Süden (S)-Dia 247-11862.tif	tif	2018-04-26T02:19:23Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-2 Km westlich vor Col de Tega, Corsica, Felsabfall-Dia 247-11863.tif	tif	2018-04-26T02:19:38Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-2 Männer, Fokker im Hintergrund-Tschadseeflug 1930-31-LBS MH02-08-0338.tif	tif	2016-08-18T10:18:02Z	Public domain	BITMAP
File:ETH-BIB-39 km vor Biskra (N), Tafelberg und Oase-Dia 247-08164.tif	tif	2018-04-25T11:58:49Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-50 jähriges Jubiläum des Eidg. Polytechnikums, Zürich 29. Juli 1905-Portrait-Portr 10664-PL.tif	tif	2017-05-30T15:18:12Z	Public domain	BITMAP
File:ETH-BIB-A 20 auf Flugplatz von Buschehr-Persienflug 1924-1925-LBS MH02-02-0207-AL-FL.tif	tif	2016-05-31T09:14:47Z	Public domain	BITMAP
File:ETH-BIB-A 20 auf Flugplatz von Buschehr-Persienflug 1924-1925-LBS MH02-02-0208-AL-FL.tif	tif	2016-05-31T09:14:27Z	Public domain	BITMAP
File:ETH-BIB-Aach, Hegau von SSW-Dia 247-00726.tif	tif	2018-04-24T14:12:44Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aach-Ausfluss aus dem Quelltopf (Hegau)-Dia 247-00728.tif	tif	2018-04-24T14:13:55Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aach-Quelltopf-Dia 247-00727.tif	tif	2018-04-24T14:15:12Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf v. O. aus 500 m-Inlandflüge-LBS MH01-005727.tif	tif	2017-02-03T23:42:33Z	Public domain	BITMAP
File:ETH-BIB-Aadorf v. S. O. aus 300 m-Inlandflüge-LBS MH01-002608.tif	tif	2016-12-22T13:14:10Z	Public domain	BITMAP
File:ETH-BIB-Aadorf v. S. O. aus 500 m-Inlandflüge-LBS MH01-005726.tif	tif	2017-02-03T23:43:14Z	Public domain	BITMAP
File:ETH-BIB-Aadorf v. S. O.-Inlandflüge-LBS MH01-006728.tif	tif	2017-02-03T17:11:28Z	Public domain	BITMAP
File:ETH-BIB-Aadorf v. W. aus 600 m-Inlandflüge-LBS MH01-001931.tif	tif	2016-12-15T19:19:30Z	Public domain	BITMAP
File:ETH-BIB-Aadorf v. W. aus 600 m-Inlandflüge-LBS MH01-001932.tif	tif	2016-12-15T19:19:40Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Feld mit Garbenbündel-LBS H1-014043.tif	tif	2017-06-12T13:02:34Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Feld mit Garbenbündel-LBS H1-014044.tif	tif	2017-06-12T13:02:14Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Feld mit Garbenbündel-LBS H1-014045.tif	tif	2017-06-12T13:02:16Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Griesser AG-LBS H1-026777.tif	tif	2017-06-21T15:09:19Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Griesser AG-LBS H1-026778.tif	tif	2017-06-21T15:09:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Hildebrand AG-LBS H1-029357.tif	tif	2017-07-10T16:36:52Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf, Holzgeschäft Bachmann-Inlandflüge-LBS MH03-0001.tif	tif	2017-02-09T11:37:18Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Kistenfabrik AG-Inlandflüge-LBS MH03-0002.tif	tif	2017-02-09T11:38:09Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Kistenfabrik AG-Inlandflüge-LBS MH03-0003.tif	tif	2017-02-09T12:16:05Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Rolladenfabrik Griesser-Inlandflüge-LBS MH03-0004.tif	tif	2017-02-09T12:16:48Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Rolladenfabrik Griesser-Inlandflüge-LBS MH03-0005.tif	tif	2017-02-09T11:46:15Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Rolladenfabrik Griesser-Inlandflüge-LBS MH03-0006.tif	tif	2017-02-09T12:02:58Z	Public domain	BITMAP
File:ETH-BIB-Aadorf, Rolladenfabrik Griesser-Inlandflüge-LBS MH03-0007.tif	tif	2017-02-09T10:37:10Z	Public domain	BITMAP
File:ETH-BIB-Aadorf-LBS H1-009259-AL.tif	tif	2017-06-08T16:53:38Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-013118.tif	tif	2017-06-12T09:36:28Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-013119.tif	tif	2017-06-12T09:36:26Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-013120.tif	tif	2017-06-12T09:36:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-013121.tif	tif	2017-06-12T09:36:45Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-014042.tif	tif	2017-06-12T13:02:19Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-018488.tif	tif	2017-06-15T15:14:09Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-020094.tif	tif	2017-06-15T21:05:23Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-023391.tif	tif	2017-06-20T00:28:27Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-025465.tif	tif	2017-06-21T10:02:17Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028252.tif	tif	2017-07-10T12:43:36Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028253.tif	tif	2017-07-10T12:43:41Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028281.tif	tif	2017-07-10T12:49:56Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028282.tif	tif	2017-07-10T12:50:31Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028283.tif	tif	2017-07-10T12:50:03Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aadorf-LBS H1-028335.tif	tif	2017-07-10T13:00:10Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aal-Larven-Verbreitung (Leptocephalus)-Dia 247-Z-00156.tif	tif	2018-04-26T23:05:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau aus 400 m-Inlandflüge-LBS MH01-000509.tif	tif	2016-12-15T13:19:19Z	Public domain	BITMAP
File:ETH-BIB-Aarau Kettenbrücke vom Zollrain-Dia 247-14955.tif	tif	2018-04-26T13:56:38Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau Kettenbrücke von der Glasfabrik-Dia 247-14956.tif	tif	2018-04-26T13:56:37Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau mit Sportanlage Schachen-LBS H1-022279.tif	tif	2017-06-19T19:50:19Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau mit Stadthaus-Inlandflüge-LBS MH01-000115.tif	tif	2016-12-15T11:39:03Z	Public domain	BITMAP
File:ETH-BIB-Aarau v. S. O. aus 500 m-Inlandflüge-LBS MH01-006041.tif	tif	2017-02-04T00:50:10Z	Public domain	BITMAP
File:ETH-BIB-Aarau v. S. O. aus 600 m-Inlandflüge-LBS MH01-006040.tif	tif	2017-02-04T00:49:37Z	Public domain	BITMAP
File:ETH-BIB-Aarau, Abbruch der Kettenbrücke-LBS H1-011138.tif	tif	2017-06-09T12:26:06Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt aus 200 m-Inlandflüge-LBS MH01-002220.tif	tif	2016-12-22T11:46:53Z	Public domain	BITMAP
File:ETH-BIB-Aarau, Altstadt v. W. aus 500 m-Inlandflüge-LBS MH01-000507.tif	tif	2016-12-15T13:17:27Z	Public domain	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-008914.tif	tif	2017-06-08T15:36:47Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-008917.tif	tif	2017-06-08T15:36:48Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-010280.tif	tif	2017-06-08T20:45:19Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-010281.tif	tif	2017-06-08T20:45:22Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-013056.tif	tif	2017-06-12T09:21:16Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-013057.tif	tif	2017-06-12T09:22:19Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-013058.tif	tif	2017-06-12T09:22:40Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-013991.tif	tif	2017-06-12T12:50:14Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-013992.tif	tif	2017-06-12T12:50:57Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-014433.tif	tif	2017-06-12T14:29:27Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-014434.tif	tif	2017-06-12T14:29:23Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-016775.tif	tif	2017-06-15T09:03:46Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Altstadt-LBS H1-016776.tif	tif	2017-06-15T09:04:54Z	CC BY-SA 4.0	BITMAP
File:ETH-BIB-Aarau, Badeanstalt, E. W. Aarau-Inlandflüge-LBS MH01-006833.tif	tif	2017-02-03T17:43:06Z	Public domain	BITMAP
File:ETH-BIB-Aarau, Bahnhof aus 100 m-Inlandflüge-LBS MH01-002194.tif	tif	2016-12-22T11:39:44Z	Public domain	BITMAP
