title	timestamp	category
ETH-BIB-Frauenfeld,_Übersicht_aus_2100_m-Inlandflüge-LBS_MH01-002529.tif	2016-12-22T12:55:42Z	1918 aerial photographs of Switzerland|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld_aus_1400_m-Inlandflüge-LBS_MH01-002531.tif	2016-12-22T12:56:03Z	1918 aerial photographs of Switzerland|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld,_Bahnhof,_Kaserne_aus_1400_m-Inlandflüge-LBS_MH01-002532.tif	2016-12-22T12:57:34Z	1918 aerial photographs of Switzerland|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Diessenhofen,_Gailingen_v._S._O._aus_200_m-Inlandflüge-LBS_MH01-001847.tif	2016-12-15T18:56:07Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Diessenhofen|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Gailingen am Hochrhein|Historical photographs of Diessenhofen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Diessenhofen,_Gailingen-Inlandflüge-LBS_MH01-001846.tif	2016-12-15T18:57:03Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Diessenhofen|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Diessenhofen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld,_Zentrum_aus_400_m-Inlandflüge-LBS_MH01-000634.tif	2016-12-15T13:50:16Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld_v._O._aus_800_m-Inlandflüge-LBS_MH01-000648.tif	2016-12-15T13:53:16Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Kreuzlingen_m._Konstanz,_Hafen_aus_200_m-Inlandflüge-LBS_MH01-001877.tif	2016-12-15T20:05:09Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Kreuzlingen|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Konstanz|Historical photographs of Kreuzlingen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Kreuzlingen,_Bahnhof-Inlandflüge-LBS_MH01-001879.tif	2016-12-15T19:05:15Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Kreuzlingen|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Kreuzlingen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Kreuzlingen,_Seminar_aus_100_m-Inlandflüge-LBS_MH01-001876.tif	2016-12-15T19:05:18Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Kreuzlingen|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Kreuzlingen|Kloster Kreuzlingen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Ste-Inlandflüge-4577.tif	2016-12-15T20:03:13Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Steckborn|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|Files with no machine-readable author|GWToolset Batch Upload|Historical photographs of Steckborn|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Steckborn_aus_100_m-Inlandflüge-LBS_MH01-001874.tif	2016-12-15T19:03:38Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Steckborn|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Steckborn|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Steckborn_aus_100_m-Inlandflüge-LBS_MH01-001872.tif	2016-12-15T19:03:54Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Steckborn|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Steckborn|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Steckborn_v._S._aus_200_m-Inlandflüge-LBS_MH01-001836.tif	2016-12-15T20:55:01Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Steckborn|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Steckborn|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bremgarten_an_der_Reuss-Inlandflüge-LBS_MH01-000231-01.tif	2016-12-15T12:06:31Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Aargau|All media supported by Wikimedia CH|Bremgarten, Aargau|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Berlingen,_Untersee_aus_100_m-Inlandflüge-LBS_MH01-001871.tif	2016-12-15T19:03:39Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|Berlingen TG|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bürglen_(Thurgau)_aus_500_m-Inlandflüge-LBS_MH01-000548.tif	2016-12-15T13:29:21Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|Bürglen TG|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bürglen_(Thurgau)_v._S._aus_500_m-Inlandflüge-LBS_MH01-000641.tif	2016-12-15T13:51:48Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|Bürglen TG|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bürglen_(Thurgau)_v._S._O._aus_600_m-Inlandflüge-LBS_MH01-000642.tif	2016-12-15T13:53:09Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|Bürglen TG|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75|Thur
ETH-BIB-Ermatingen,_Stad_aus_100_m-Inlandflüge-LBS_MH01-001866.tif	2016-12-15T20:01:31Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|Ermatingen|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Gottlieben,_Untersee_aus_100_m-Inlandflüge-LBS_MH01-001881.tif	2016-12-15T21:07:39Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Gottlieben|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Mammern_v._O._aus_100_m-Inlandflüge-LBS_MH01-001837.tif	2016-12-15T18:53:45Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Mammern|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Mammern_aus_100_m-Inlandflüge-LBS_MH01-001838.tif	2016-12-15T18:54:21Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Mammern|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Rickenbach_bei_Wil_v._O._aus_300_m-Inlandflüge-LBS_MH01-001924.tif	2016-12-15T19:16:33Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75|Rickenbach TG
ETH-BIB-Mammern_am_Untersee_aus_100_m-Inlandflüge-LBS_MH01-001852.tif	2016-12-15T19:57:28Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Mammern|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Weinfelden,_Bahnhof_v._S._aus_300_m-Inlandflüge-LBS_MH01-000636.tif	2016-12-15T13:49:52Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Weinfelden|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Weinfelden|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Weinfelden_v._S._O._aus_600_m-Inlandflüge-LBS_MH01-000640.tif	2016-12-15T13:50:55Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Weinfelden|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Weinfelden|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Weinfelden_v._S._O._aus_500_m-Inlandflüge-LBS_MH01-000638.tif	2016-12-15T13:51:21Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Weinfelden|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Weinfelden|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Weinfelden_v._S._aus_300_m-Inlandflüge-LBS_MH01-000639.tif	2016-12-15T13:52:08Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Weinfelden|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Weinfelden|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Weinfelden_v._S._aus_400_m-Inlandflüge-LBS_MH01-000637.tif	2016-12-15T13:52:29Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Weinfelden|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Weinfelden|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bischofszell_v._S._W._aus_800_m-Inlandflüge-LBS_MH01-000650.tif	2016-12-15T13:53:53Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Bischofszell|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Bischofszell_v._W._aus_500_m-Inlandflüge-LBS_MH01-000613.tif	2016-12-15T13:44:23Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Bischofszell|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Mannenbach-Salenstein_am_Untersee_aus_200_m-Inlandflüge-LBS_MH01-001869.tif	2016-12-15T19:02:32Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Mannenbach|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Lugano,_Zentrum_aus_50_m-Inlandflüge-LBS_MH01-001989.tif	2016-12-15T19:33:52Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Lugano|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Thun,_Übersicht_mit_Flugzeug_v._S._O._aus_300_m-Inlandflüge-LBS_MH01-001184.tif	2016-12-15T17:11:32Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Thun
ETH-BIB-Wattwil_aus_200_m-Inlandflüge-LBS_MH01-001915.tif	2016-12-15T19:14:22Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Wattwil
ETH-BIB-Yverdon_v._N._W.-Inlandflüge-LBS_MH01-000781.tif	2016-12-15T14:25:31Z	1919 aerial photographs of Switzerland|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Yverdon-les-Bains
ETH-BIB-Arbon,_Fabrikquartier_aus_50_m-Inlandflüge-LBS_MH01-002321.tif	2016-12-22T12:09:28Z	1919 aerial photographs of Switzerland|Aerial photographs of Arbon|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Arbon|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Arbon,_Fabrikquartier_aus_50_m-Inlandflüge-LBS_MH01-002322.tif	2016-12-22T12:09:44Z	1919 aerial photographs of Switzerland|Aerial photographs of Arbon|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Arbon|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Zug,_Bundesplatz,_nördlicher_Teil_aus_300_m-Inlandflüge-LBS_MH01-002245.tif	2016-12-22T11:52:15Z	1919 aerial photographs of Switzerland|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Zug
ETH-BIB-Konstanz,_Hafen_v._S._aus_300_m-Inlandflüge-LBS_MH01-001880.tif	2016-12-15T20:05:39Z	1919 aerial photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Konstanz|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld,_Stadtkirche_aus_400_m-Inlandflüge-LBS_MH01-000633.tif	2016-12-15T13:51:15Z	1919 photographs of Switzerland|Aerial photographs by Walter Mittelholzer|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Arbon,_Schloss_Arbon_mit_Kirche,_Bodensee_aus_30_m-Inlandflüge-LBS_MH01-002320.tif	2016-12-22T12:09:54Z	1919 photographs of Switzerland|Aerial photographs of Arbon|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Arbon|Media contributed by the ETH-Bibliothek|PD-old-75|Schloss Arbon|St. Martin, Arbon
ETH-BIB-Frauenfeld_v._S._W._aus_300_m-Inlandflüge-LBS_MH01-002607.tif	2016-12-22T13:14:23Z	1920 aerial photographs of Switzerland|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|Frauenfeld|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Frauenfeld_v._S._aus_200_m-Inlandflüge-LBS_MH01-002606.tif	2016-12-22T13:13:59Z	1920 aerial photographs of Switzerland|Aerial photographs of Frauenfeld|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Frauenfeld|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Horn_mit_Bad_aus_100_m-Inlandflüge-LBS_MH01-002684.tif	2016-12-22T13:30:02Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|Altes Schulhaus Horn TG|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Horn TG|Images with annotations|Katholische Kirche St. Franz Xaver (Horn)|Media contributed by the ETH-Bibliothek|PD-old-75|SAIS-Werke Horn TG
ETH-BIB-Wängi_bei_Matzingen_v._S._W._aus_200_m-Inlandflüge-LBS_MH01-002431.tif	2016-12-22T12:33:37Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|Evangelische Kirche Wängi|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Images with annotations|Media contributed by the ETH-Bibliothek|PD-old-75|Türmlihuus|Wängi
ETH-BIB-Fischingen_aus_500_m-Inlandflüge-LBS_MH01-002678.tif	2016-12-22T13:28:37Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|Fischingen TG|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Horn,_Bahnhof_aus_100_m-Inlandflüge-LBS_MH01-002685.tif	2016-12-22T13:29:41Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Horn TG|Images with annotations|Katholische Kirche St. Franz Xaver (Horn)|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Wängi_bei_Matzigen_aus_200_m-Inlandflüge-LBS_MH01-002633.tif	2016-12-22T13:19:41Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Images with annotations|Media contributed by the ETH-Bibliothek|PD-old-75|Türmlihuus|Wängi
ETH-BIB-Matzingen_aus_200_m-Inlandflüge-LBS_MH01-002671.tif	2016-12-22T13:27:19Z	1920 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Matzingen|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Wettingen_aus_100_m-Inlandflüge-LBS_MH01-002217.tif	2016-12-22T11:46:57Z	1920 aerial photographs of Switzerland|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Wettingen
ETH-BIB-Konstanz,_Rheineinmündung_aus_300_m-Inlandflüge-LBS_MH01-002696.tif	2016-12-22T13:33:02Z	1920 aerial photographs|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of Konstanz|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Beinwil_am_See,_Hallwilersee-Inlandflüge-LBS_MH01-002640.tif	2016-12-22T13:20:43Z	1920 photographs of Switzerland|All media supported by Wikimedia CH|Beinwil am See|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Aargau|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Dussnang,_Oberwangen_aus_800_m-Inlandflüge-LBS_MH01-002677.tif	2016-12-22T13:29:17Z	1923 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|Dussnang|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Media contributed by the ETH-Bibliothek|Oberwangen|PD-old-75
ETH-BIB-Horn_aus_100_m-Inlandflüge-LBS_MH01-002338.tif	2016-12-22T12:11:08Z	1923 aerial photographs of Switzerland|Aerial photographs of the canton of Thurgau|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Inland flights|GWToolset Batch Upload|Historical photographs of the canton of Thurgau|Horn TG|Katholische Kirche St. Franz Xaver (Horn)|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Alkenfjell_(Ostküste_Neufriesland)_Hinlopenstrasse_-_Nordostland_von_Westen_aus_2000_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0018-A.tif	2016-05-31T08:51:48Z	1923 photographs|Aerial photographs by Walter Mittelholzer|Alkefjellet|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Hinlopenstretet|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Alkhorn_mit_Ymerhafen_und_Nordfjord_von_Süd-Westen_aus_600_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0044.tif	2016-05-31T09:00:24Z	1923 photographs|Aerial photographs by Walter Mittelholzer|Alkhornet|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Images with annotations|Media contributed by the ETH-Bibliothek|Media with locations|Mountains of Svalbard|Oscar II Land|PD-old-75|Pages with maps|Ymerbukta
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	2016-05-31T08:54:51Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Amundsen's Maud Expedition 1918–1925|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Luftbild_von_Svalbard-Spitzbergenflug_1923-LBS_MH02-01-0033-A.tif	2016-05-31T08:56:31Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Amundsen's Maud Expedition 1918–1925|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Junkers_Spitzbergen_Expedition,_Aufnahme_mit_Goerz_Kamera_und_Goerz_Dogmar_1-4,5-Spitzbergenflug_1923-LBS_MH02-01-0082.tif	2016-05-31T09:06:21Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Amundsen's Maud Expedition 1918–1925|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Green-Harbour,_Kohlenstation_aus_800_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0007.tif	2016-05-31T08:49:17Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Barentsburg|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|Media with locations|PD-old-75|Pages with maps
ETH-BIB-Schiff_im_Hafen_von_Green_Harbour-Spitzbergenflug_1923-LBS_MH02-01-0050.tif	2016-05-31T09:02:02Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Barentsburg|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|Media with locations|PD-old-75|Pages with maps
ETH-BIB-Boregletscher_mit_Mt._Syltoppen_von_Süd-Westen_aus_1400_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0003-A.tif	2016-05-31T08:47:50Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|Borebreen|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|Media with locations|PD-old-75|Pages with maps
ETH-BIB-Esmarkgletscher_mit_Tundra_Erdmann_und_Boheman_und_Nordfjord_von_Süden_aus_1000_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0048.tif	2016-05-31T09:00:20Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|Esmarkbreen|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75
ETH-BIB-Yamerhafen-Esmarkgletscher-Vermlandkette_von_Osten_aus_800_m_Höhe-Spitzbergenflug_1923-LBS_MH02-01-0010.tif	2016-05-31T08:49:47Z	1923 photographs|Aerial photographs by Walter Mittelholzer|All media supported by Wikimedia CH|CC-PD-Mark|ETH-BIB Mittelholzer-Spitsbergen flight 1923|Esmarkbreen|GWToolset Batch Upload|Media contributed by the ETH-Bibliothek|PD-old-75|Ymerbukta
