49217	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=File:ETH-BIB-Weber, Heinrich (1842-1913)-Portrait-Portr 09008.tif.jpg	File:ETH-BIB-Weber, Heinrich (1842-1913)-Portrait-Portr 09008.jpg
49644	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=File:ETH-BIB-Schwarz, Hermann Amand (1843-1921)-Portrait-Portr 11921.tif.jpg	File:ETH-BIB-Schwarz, Hermann Amand (1843-1921)-Portrait-Portr 11921.jpg
49783	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=Category:Media contributed by the ETH-Bibliothek/Reports/improvement	File:ETH-BIB-Romanel-sur-Lausanne-LBS H1-024890.tif
49881	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=File:ETH-BIB-Prasil, Franz (1857-1929)-Portrait-Portr 01249.tif.jpg	File:ETH-BIB-Prasil, Franz (1857-1929)-Portrait-Portr 01249.jpg
50636	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=Commons:WikiProject Aviation/recent uploads/2017 June 20	File:ETH-BIB-Kollbrunn-LBS H1-023285.tif
50655	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=File:ETH-BIB-Kokordiaplatz, Grünhorn-LBS H1-010842.tif	File:ETH-BIB-Konkordiaplatz, Grünhorn-LBS H1-010842.tiff
50887	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=Category:Media contributed by the ETH-Bibliothek/Reports/improvement	File:ETH-BIB-Hafen von Oran-Nordafrikaflug 1932-LBS MH02-13-0122.tif
51223	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=User:Henxter/volglijst 9-9-17	File:ETH-BIB-Einstein, Albert (1879-1955), König Albert I. von Belgien (1875-1934)-Portrait-Portr 03082.tif
