0	https://commons.wikimedia.org/w/api.php?action=parse&format=json&page=Category:Media contributed by the ETH-Bibliothek/Reports/improvement	File:Aettenschwil 1953.jpg
205	File:ETH-BIB-Aarau, Altstadt-LBS H1-014434.tif	Commons:WikiProject Aviation/recent uploads/2017 June 12	-	wikiproject	1999888	1843132	92.1617610586
206	File:ETH-BIB-Aarau, Altstadt-LBS H1-016775.tif	Commons:WikiProject Aviation/recent uploads/2017 June 15	-	wikiproject	2018649	243347	12.0549436777
207	File:ETH-BIB-Aarau, Altstadt-LBS H1-016776.tif	Commons:WikiProject Aviation/recent uploads/2017 June 15	-	wikiproject	2018649	244299	12.1021039319
208	File:ETH-BIB-Aarau, Badeanstalt, E. W. Aarau-Inlandflüge-LBS MH01-006833.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1707166	36.7520384957
209	File:ETH-BIB-Aarau, Bahnhof aus 100 m-Inlandflüge-LBS MH01-002194.tif	Commons:WikiProject Aviation/recent uploads/2016 December 22	-	wikiproject	2609266	191666	7.34559067569
210	File:ETH-BIB-Aarau, Bahnhof aus 150 m-Inlandflüge-LBS MH01-002193.tif	Commons:WikiProject Aviation/recent uploads/2016 December 22	-	wikiproject	2609266	449461	17.2255722491
211	File:ETH-BIB-Aarau, Bahnhof-LBS H1-015983.tif	Commons:WikiProject Aviation/recent uploads/2017 June 12/Overflow 1	-	wikiproject	2250721	1426469	63.3783129939
212	File:ETH-BIB-Aarau, Bally Schuhfabrik, Küttingerstrasse 21-Inlandflüge-LBS MH03-1426.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9/Overflow 1	-	wikiproject	2483007	1400072	56.3861479247
213	File:ETH-BIB-Aarau, Betrieb an der Bachstrasse, Herosé-Stift-Inlandflüge-LBS MH03-0013.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9	-	wikiproject	2458858	1277115	51.939355587
217	File:ETH-BIB-Aarau, Dr. Lüscher-Inlandflüge-LBS MH03-0010.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9	-	wikiproject	2458858	1127806	45.8670651172
218	File:ETH-BIB-Aarau, Eidgenössisches Turnfest Aarau-Inlandflüge-LBS MH01-006963.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1964776	42.2978920547
219	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006962.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1958448	42.1616622448
220	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006964.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1959710	42.1888307056
221	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006965.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1960974	42.2160422226
222	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006966.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	2358307	50.769866345
223	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006967.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1962238	42.2432537396
224	File:ETH-BIB-Aarau, Eidgenössisches Turnfest-Inlandflüge-LBS MH01-006968.tif	Commons:WikiProject Aviation/recent uploads/2017 February 3/Overflow 1	-	wikiproject	4645092	1963500	42.2704222005
227	File:ETH-BIB-Aarau, Industriegebiet-Inlandflüge-LBS MH03-0016.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9	-	wikiproject	2458858	1128952	45.9136721193
230	File:ETH-BIB-Aarau, Kaserne, Hauptpost-LBS H1-010383.tif	Commons:WikiProject Aviation/recent uploads/2017 June 8	-	wikiproject	465159	363063	78.0513759811
233	File:ETH-BIB-Aarau, Katholische Kirche-LBS H1-011139.tif	Commons:WikiProject Aviation/recent uploads/2017 June 9	-	wikiproject	2015535	625442	31.0310661933
235	File:ETH-BIB-Aarau, Krematorium-Inlandflüge-LBS MH03-1516.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9/Overflow 1	-	wikiproject	2483007	1591360	64.0900327707
236	File:ETH-BIB-Aarau, Kunath Kraftfutter-LBS H1-018511.tif	Commons:WikiProject Aviation/recent uploads/2017 June 15	-	wikiproject	2018649	1986192	98.3921424676
237	File:ETH-BIB-Aarau, Kunath Kraftfutter-LBS H1-018512.tif	Commons:WikiProject Aviation/recent uploads/2017 June 15	-	wikiproject	2018649	1987222	98.4431666922
239	File:ETH-BIB-Aarau, Oehler & Cie Stahlguss-Inlandflüge-LBS MH03-0014.tif	Commons:WikiProject Aviation/recent uploads/2017 February 9	-	wikiproject	2458858	1278467	51.9943404621
240	File:ETH-BIB-Aarau, Schachen von West aus 600 m-Inlandflüge-LBS MH01-000508.tif	Commons:WikiProject Aviation/recent uploads/2016 December 15	-	wikiproject	2123549	1568566	73.8653075582
