5259	File:ETH-BIB-Blick ins Kraterloch des Kibo aus 6500 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0119.tif	キリマンジャロ	ja	article	90821	27411	30.181345724
5259	File:ETH-BIB-Blick ins Kraterloch des Kibo aus 6500 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0119.tif	Mount Kilimanjaro	en	article	256267	44681	17.4353311195
5259	File:ETH-BIB-Blick ins Kraterloch des Kibo aus 6500 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0119.tif	Kibo (Berg)	de	article	25731	12306	47.8255800396
5314	File:ETH-BIB-Bluntschli, Hans (1877-1962)-Portrait-Portr 02804.tif (cropped).jpg	Hans Bluntschli	en	article	17582	524	2.98032078262
5314	File:ETH-BIB-Bluntschli, Hans (1877-1962)-Portrait-Portr 02804.tif (cropped).jpg	Hans Bluntschli	de	article	16252	282	1.73517105587
5373	File:ETH-BIB-Bodio, Industrie, Giornico v. S. O.-Inlandflüge-LBS MH01-006180.tif	Bodio TI	de	article	53642	27309	50.9097349092
5406	File:ETH-BIB-Bolley, Pompejus Alexander (1812-1870)-Portrait-Portr 00041.tif (cropped).jpg	Боллей, Помпей	ru	article	19651	1035	5.26690753651
5406	File:ETH-BIB-Bolley, Pompejus Alexander (1812-1870)-Portrait-Portr 00041.tif (cropped).jpg	Pompejus Bolley	it	article	15333	1690	11.0219787387
5406	File:ETH-BIB-Bolley, Pompejus Alexander (1812-1870)-Portrait-Portr 00041.tif (cropped).jpg	Pompejus Bolley	en	article	7108	291	4.09397861564
5406	File:ETH-BIB-Bolley, Pompejus Alexander (1812-1870)-Portrait-Portr 00041.tif (cropped).jpg	Pompejus Bolley	de	article	13156	292	2.21951961082
5419	File:ETH-BIB-Bonaduz v. W. aus 300 m-Inlandflüge-LBS MH01-003921.tif	Bonaduz	als	article	111464	35142	31.527668126
5451	File:ETH-BIB-Bonstetten, Sicht von Norden-Inlandflüge-LBS MH01-003603.tif	Bonstetten ZH	de	article	47793	25396	53.1374887536
5464	File:ETH-BIB-Bonvillars, Neuenburgersee-LBS H1-017765.tif	Bonvillars	it	article	37421	1503	4.01646134523
5469	File:ETH-BIB-Boot am Strand-Tschadseeflug 1930-31-LBS MH02-08-1064.tif	مستخدم:ElWaliElAlaoui/ملعب 19	ar	user_page	225290	139662	61.9920990723
5473	File:ETH-BIB-Borazdjan nördöstlich von Buschehr aus 1000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0195-AL-FL.tif	برازجان	fa	article	85627	8808	10.2864750604
5477	File:ETH-BIB-Bordei bei Palagnedra-LBS H1-015855.tif	Palagnedra	de	article	37693	19556	51.8823123657
5498	File:ETH-BIB-Bosshard, Emil (1860-1937)-Portrait-Portr 07896.tif	Emil Bosshard	de	article	7830	266	3.39719029374
5557	File:ETH-BIB-Boécourt, Séprais-LBS H1-018719.tif	Boécourt	en	article	56304	25214	44.7818982666
5614	File:ETH-BIB-Braunwald v. O. aus 1300 m-Inlandflüge-LBS MH01-005376.tif	Braunwald GL	de	article	48764	9229	18.9258469363
5729	File:ETH-BIB-Bremgarten-LBS H1-009871.tif	Bremgarten AG	de	article	180576	77273	42.7925084175
5729	File:ETH-BIB-Bremgarten-LBS H1-009871.tif	Kraftwerk Bremgarten-Bruggmühle	de	article	31945	12119	37.9370793551
5732	File:ETH-BIB-Bremgarten-LBS H1-012545.tif	Benutzer:ETH-Bibliothek	de	user_page	87959	32879	37.3799156425
5802	File:ETH-BIB-Brienz-LBS H1-019514.tif	Brienz BE	de	article	70058	54573	77.8968854378
5848	File:ETH-BIB-Brig, Societé Suisse des Explosifs-Inlandflüge-LBS MH03-0141.tif	Gamsen VS	de	article	40822	15254	37.3671059723
5848	File:ETH-BIB-Brig, Societé Suisse des Explosifs-Inlandflüge-LBS MH03-0141.tif	Société Suisse des Explosifs	de	article	28437	7135	25.0905510427
5889	File:ETH-BIB-Brislach-LBS H1-015015.tif	1144	als	article	10614	1538	14.4902958357
5946	File:ETH-BIB-Bristenstock-Gipfel mit G. Kruck und E. Schmid-Dia 247-00735.tif	Benutzer:ETH-Bibliothek	de	user_page	87959	71071	80.8001455223
5951	File:ETH-BIB-Bruchreparatur A-20 am Boden in Damsobad-Persienflug 1924-1925-LBS MH02-02-0070-AL-FL.tif	تاریخ تهران	fa	article	115617	110231	95.3415155211
6072	File:ETH-BIB-Brunnen, Schwyz, Mythen v. S. W. aus 800 m-Inlandflüge-LBS MH01-001770.tif	Brunnen SZ	de	article	43646	17610	40.3473399624
6083	File:ETH-BIB-Brunner, William (1878-1958)-Portrait-Portr 00050.tif	William Otto Brunner	fr	article	20800	466	2.24038461538
6083	File:ETH-BIB-Brunner, William (1878-1958)-Portrait-Portr 00050.tif	William Otto Brunner	es	article	16987	666	3.92064519927
6083	File:ETH-BIB-Brunner, William (1878-1958)-Portrait-Portr 00050.tif	William Otto Brunner	en	article	10027	625	6.23317043981
6083	File:ETH-BIB-Brunner, William (1878-1958)-Portrait-Portr 00050.tif	William Otto Brunner	de	article	8542	268	3.13743853898
6183	File:ETH-BIB-Brüttisellen-Wangen, Dübendorf, Greifensee v. N. W. aus 1000 m-Inlandflüge-LBS MH01-003621.tif	Wangen-Brüttisellen	de	article	43888	32088	73.1133795115
6199	File:ETH-BIB-Bubikon, Egelsee v. N. aus 500 m-Inlandflüge-LBS MH01-002778.tif	Bubikon	de	article	66517	28108	42.2568666657
6229	File:ETH-BIB-Buch, Langrickenbach, Thurgauer Landschaft-LBS H1-021854.tif	Buch (Birwinken)	it	article	23110	690	2.98572046733
6260	File:ETH-BIB-Buchs (Zürich)-Inlandflüge-LBS MH01-002882.tif	Buchs ZH	de	article	54435	32102	58.9730871682
6263	File:ETH-BIB-Buchs v. S. aus 500 m-Inlandflüge-LBS MH01-002349.tif	Buchs SG	de	article	52335	18283	34.9345562243
6273	File:ETH-BIB-Buchs, Schloss Werdenberg aus 300 m-Inlandflüge-LBS MH01-002783.tif	Werdenberg (Ort)	de	article	36714	16761	45.6528844582
6412	File:ETH-BIB-Burckhardt, Jakob (1818-1897)-Portrait-Portr 00053.tif	Wikipédia:Évfordulók/május	hu	wikipedia_page	1140135	930934	81.651207971
6412	File:ETH-BIB-Burckhardt, Jakob (1818-1897)-Portrait-Portr 00053.tif	Sablon:Évfordulók/’3 és ’8/05-25	hu	user_page	6799	5280	77.6584791881
6429	File:ETH-BIB-Burgdorf aus 400 m-Inlandflüge-LBS MH01-000700.tif	Burgdorf BE	de	article	135823	49169	36.200790735
6521	File:ETH-BIB-Bursinel-LBS H1-024917.tif	Bursinel	it	article	32493	1295	3.98547379436
6525	File:ETH-BIB-Buschehr (Bau von Fischerbarken)-Persienflug 1924-1925-LBS MH02-02-0202-AL-FL.tif	بوشهر	fa	article	211768	142691	67.3808129651
6526	File:ETH-BIB-Buschehr (Hof mit Waage)-Persienflug 1924-1925-LBS MH02-02-0104-AL-FL.tif	بوشهر	fa	article	211768	141449	66.7943220883
6527	File:ETH-BIB-Buschehr (Nahaufnahme)-Persienflug 1924-1925-LBS MH02-02-0206-AL-FL.tif	بوشهر	fa	article	211768	121934	57.5790487704
6529	File:ETH-BIB-Buschehr - Dattelpalmen-Persienflug 1924-1925-LBS MH02-02-0221-AL-FL.tif	بوشهر	fa	article	211768	137493	64.9262400363
6530	File:ETH-BIB-Buschehr - Fischerdorf-Persienflug 1924-1925-LBS MH02-02-0220-AL-FL.tif	بوشهر	fa	article	211768	136274	64.3506101016
6531	File:ETH-BIB-Buschehr - Fischermädchen-Persienflug 1924-1925-LBS MH02-02-0216-AL-FL.tif	Benutzer:ETH-Bibliothek	de	user_page	87959	15671	17.8162553008
6531	File:ETH-BIB-Buschehr - Fischermädchen-Persienflug 1924-1925-LBS MH02-02-0216-AL-FL.tif	بوشهر	fa	article	211768	132638	62.6336368101
6532	File:ETH-BIB-Buschehr - Netzflicker-Persienflug 1924-1925-LBS MH02-02-0215-AL-FL.tif	بوشهر	fa	article	211768	131399	62.0485625779
