id	fle	w	c	o	tot
13648	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordnordost (NNE) Pizzo Massari-LBS H1-016330.tif	0	1	0	1
13649	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordnordosten, Pizzo Masari-LBS H1-016255.tif	0	1	0	1
13650	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordnordwesten, Val Sambuco-LBS H1-016253.tif	0	1	0	1
13651	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordnordwesten, Val Sambuco-LBS H1-016256.tif	0	1	0	1
13654	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordosten-LBS H1-016257.tif	0	1	0	1
13652	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordosten, Val Partus und Passo Campolungo-LBS H1-016252.tif	0	1	0	1
13653	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordosten, Val Partus-LBS H1-016251.tif	0	1	0	1
13655	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordwesten, Val Sambuco-LBS H1-016249.tif	0	1	0	1
13656	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordwesten, Val Sambuco-LBS H1-016250.tif	0	1	0	1
13657	File:ETH-BIB-Fusio, Val Lavizzara, Blick nach Nordwesten, Val Sambuco-LBS H1-016254.tif	0	1	0	1
13659	File:ETH-BIB-Fussballspiel am Kap Juby-Tschadseeflug 1930-31-LBS MH02-08-1045.tif	1	0	0	1
16709	File:ETH-BIB-Gäbris (Gemeinde Gais), Bergrestaurant-Inlandflüge-LBS MH03-1865.tif	0	1	0	1
16710	File:ETH-BIB-Gäbris mit Säntis v. N. O. aus 1250 m-Inlandflüge-LBS MH01-005450.tif	1	1	0	2
16711	File:ETH-BIB-Gäbris, das stark zerschnittene Appenzeller Hügeland, v. S. aus 3000 m-Inlandflüge-LBS MH01-000336.tif	0	1	0	1
16712	File:ETH-BIB-Gäbris, Wald, Rehetobel-LBS H1-012663.tif	0	1	0	1
16713	File:ETH-BIB-Gächlingen aus 400 m-Inlandflüge-LBS MH01-003533.tif	0	1	0	1
16715	File:ETH-BIB-Gächlingen-Inlandflüge-LBS MH01-003518.tif	0	1	0	1
16717	File:ETH-BIB-Gächlingen-LBS H1-015620.tif	0	1	0	1
16718	File:ETH-BIB-Gächlingen-LBS H1-015621.tif	0	1	0	1
16714	File:ETH-BIB-Gächlingen, Siblingen, Randen-LBS H1-013423.tif	0	1	0	1
13796	File:ETH-BIB-Gachnang v. S. W. aus 200 m-Inlandflüge-LBS MH01-004008.tif	0	1	0	1
13797	File:ETH-BIB-Gachnang v. S. W. aus 300 m-Inlandflüge-LBS MH01-004009.tif	0	1	0	1
13798	File:ETH-BIB-Gachnang-LBS H1-016223.tif	0	1	0	1
13799	File:ETH-BIB-Gachnang-LBS H1-016224.tif	1	1	0	2
13801	File:ETH-BIB-Gadmen, Gadmertal, Giglistock, Sustenpass, Sustenhorn v. W. aus 3000 m-Inlandflüge-LBS MH01-004309.tif	0	1	0	1
13804	File:ETH-BIB-Gadmental, Titlis, Glarneralpen v. W.-Inlandflüge-LBS MH01-007625.tif	0	1	0	1
13806	File:ETH-BIB-Gadmerflue, Balmeregghorn, Melchsee, Fellistock, Hohenstollen, Brünigshaupt, Arnigrat v. S. aus 4000 m-Inlandflüge-LBS MH01-002440.tif	0	1	0	1
13807	File:ETH-BIB-Gadmerflue, Glogghüs, Melchsee, Brünigshaupt v. S. aus 4000 m-Inlandflüge-LBS MH01-002436.tif	0	1	0	1
13808	File:ETH-BIB-Gadmerflue, Graustock v. S. aus 4000 m-Inlandflüge-LBS MH01-002441.tif	0	1	0	1
13809	File:ETH-BIB-Gadmerflue, Steingletscher, Tierberge v. N. W. aus 4000 m-Inlandflüge-LBS MH01-002455.tif	0	1	0	1
13810	File:ETH-BIB-Gadmertal und Genttal, die Gadmerflühe, Steilabsturz der Berneralpen zur Scheidegg, Engelbergeralpen, Walliseralpen v. N. O. aus 4000 m-Inlandflüge-LBS MH01-000977.tif	0	1	0	1
13811	File:ETH-BIB-Gadmertal, Titlis, Glarneralpen v. W.-Inlandflüge-LBS MH01-008241.tif	0	1	0	1
16720	File:ETH-BIB-Gähwil (Toggenburg) v. S. aus 300 m-Inlandflüge-LBS MH01-003850-AL.tif	0	1	0	1
16724	File:ETH-BIB-Gähwil-LBS H1-012711.tif	0	1	0	1
16725	File:ETH-BIB-Gähwil-LBS H1-012712.tif	0	1	0	1
16722	File:ETH-BIB-Gähwil, Iddaburg bei Gähwil-LBS H1-018618.tif	1	1	0	2
13822	File:ETH-BIB-Gais mit Gabris-LBS H1-012661.tif	0	1	0	1
13823	File:ETH-BIB-Gais mit Gabris-LBS H1-012662.tif	0	1	0	1
13824	File:ETH-BIB-Gais v. O. aus 1500 m-Inlandflüge-LBS MH01-000625.tif	0	1	0	1
13825	File:ETH-BIB-Gais v. O. aus 500 m-Inlandflüge-LBS MH01-003642-AL.tif	0	1	0	1
13826	File:ETH-BIB-Gais v. S. aus 300 m-Inlandflüge-LBS MH01-003641-AL.tif	0	1	0	1
13834	File:ETH-BIB-Gais-LBS H1-011780.tif	0	1	0	1
13835	File:ETH-BIB-Gais-LBS H1-012660.tif	0	1	0	1
13836	File:ETH-BIB-Gais-LBS H1-016611.tif	0	1	0	1
13837	File:ETH-BIB-Gais-LBS H1-016612.tif	0	1	0	1
13838	File:ETH-BIB-Gais-LBS H1-024023.tif	0	1	0	1
13839	File:ETH-BIB-Gais-LBS H1-024024.tif	0	1	0	1
13840	File:ETH-BIB-Gais-LBS H1-024025.tif	0	1	0	1
13827	File:ETH-BIB-Gais, Dorfplatz-LBS H1-016613.tif	1	1	0	2
13828	File:ETH-BIB-Gais, Ferienheim Schwäbrig-Inlandflüge-LBS MH03-0284.tif	0	1	0	1
13829	File:ETH-BIB-Gais, Ferienheim Schwäbrig-Inlandflüge-LBS MH03-0285.tif	0	1	0	1
13830	File:ETH-BIB-Gais, Gäbris-LBS H1-017488.tif	0	1	0	1
13831	File:ETH-BIB-Gais, Schlachtkapelle, Stoos v. O. aus 500 m-Inlandflüge-LBS MH01-004139.tif	0	1	0	1
13832	File:ETH-BIB-Gais, Schlachtkapelle, Stoos v. O.-Inlandflüge-LBS MH01-004140.tif	0	1	0	1
13833	File:ETH-BIB-Gais, Stoos-LBS H1-012163.tif	1	1	0	2
13848	File:ETH-BIB-Galenstock und Rhônegletscher, Dammastock, Tiefenstock v. S. W. aus 3800 m-Inlandflüge-LBS MH01-002427.tif	0	1	0	1
13850	File:ETH-BIB-Galenstock, Dammastock, Rhônegletscher-Inlandflüge-LBS MH01-007624.tif	0	1	0	1
13851	File:ETH-BIB-Galenstock, Galengletscher, Winterstock, Siedelengletscher, v. S. W. aus 3800 m-Inlandflüge-LBS MH01-002424.tif	0	1	0	1
13852	File:ETH-BIB-Galenstock, Rhônegletscher v. S. aus 3700 m-Inlandflüge-LBS MH01-006607.tif	0	1	0	1
13853	File:ETH-BIB-Galenstock, Rhônegletscher, Tiefenstock, Dammastock v. S. W. aus 3800 m-Inlandflüge-LBS MH01-002426.tif	0	1	0	1
13854	File:ETH-BIB-Galenstock, Tiefengletscher, Urserental, Oberalppass, Göschenertal v. O. aus 4500 m-Inlandflüge-LBS MH01-008022.tif	0	1	0	1
13860	File:ETH-BIB-Galgenen-LBS H1-023701.tif	0	1	0	1
13861	File:ETH-BIB-Galgenen-LBS H1-024222.tif	0	1	0	1
13871	File:ETH-BIB-Galmiz-LBS H1-016968.tif	0	1	0	1
13872	File:ETH-BIB-Gamichlücke, Büemlisalp, Bietschhorn-Inlandflüge-LBS MH01-001248.tif	0	1	0	1
13873	File:ETH-BIB-Gammenthal, Häusernmoos, nördlich von Summiswald v. N. aus 3000 m-Inlandflüge-LBS MH01-003237.tif	0	1	0	1
13874	File:ETH-BIB-Gampel VS, Stammwerk der Lonza AG mit Elektrizitätswerk-Inlandflüge-LBS MH03-1076.tif	0	1	0	1
13876	File:ETH-BIB-Gampel-LBS H1-011393.tif	0	1	0	1
13877	File:ETH-BIB-Gampel-LBS H1-011398.tif	0	1	0	1
13878	File:ETH-BIB-Gampel-LBS H1-018957.tif	0	1	0	1
13879	File:ETH-BIB-Gampel-LBS H1-018958.tif	0	1	0	1
13880	File:ETH-BIB-Gampel-LBS H1-018959.tif	0	1	0	1
13881	File:ETH-BIB-Gampel-LBS H1-018960.tif	0	1	0	1
13875	File:ETH-BIB-Gampel, Steg-LBS H1-024644.tif	1	1	0	2
13882	File:ETH-BIB-Gams mit Strasse nach Wildhaus aus 800 m-Inlandflüge-LBS MH01-000626.tif	0	1	0	1
13885	File:ETH-BIB-Gamsberg, Langalp Chapf v. S. W. aus 2500 m-Inlandflüge-LBS MH01-004259.tif	0	1	0	1
13887	File:ETH-BIB-Gamsgrad, Nenzinger Himmel, Gamperdonatal, Hornspitz, Sulzfluh, Silvretta v. N. aus 3200 m-Inlandflüge-LBS MH01-003895.tif	0	1	0	1
13888	File:ETH-BIB-Gandegghütte, General Milch-Inlandflüge-LBS MH05-60-20.tif	0	1	0	1
13891	File:ETH-BIB-Gandria am Luganersee aus100 m-Inlandflüge-LBS MH01-001939.tif	0	1	0	1
13892	File:ETH-BIB-Gandria am Luganersee v. S. aus 200 m-Inlandflüge-LBS MH01-001948.tif	0	1	0	1
13896	File:ETH-BIB-Gandria-LBS H1-010695.tif	0	1	0	1
13897	File:ETH-BIB-Gandria-LBS H1-010696.tif	0	1	0	1
13898	File:ETH-BIB-Gandria-LBS H1-010697.tif	0	1	0	1
13899	File:ETH-BIB-Gandria-LBS H1-010698.tif	0	1	0	1
13900	File:ETH-BIB-Gandria-LBS H1-010699.tif	0	1	0	1
13901	File:ETH-BIB-Gandria-LBS H1-010700.tif	0	1	0	1
13903	File:ETH-BIB-Ganterschwil, Lütisburg-Inlandflüge-LBS MH01-003854.tif	0	1	0	1
13909	File:ETH-BIB-Ganterswil, Tufertschwil, Lütisburg, Necker u. Thurzusammenfluss v. S. aus 1800 m-Inlandflüge-LBS MH01-003719.tif	1	1	0	2
13914	File:ETH-BIB-Gantrisch-Gebiet, Simmental-Inlandflüge-LBS MH01-001441.tif	0	1	0	1
13913	File:ETH-BIB-Gantrisch, Simmentalerberge, Berneralpen v. W. aus 3000 m-Inlandflüge-LBS MH01-006583.tif	0	1	0	1
13933	File:ETH-BIB-Gargazon, Etschtal, Dolomiten-LBS H1-020515.tif	0	1	0	1
13935	File:ETH-BIB-Garmisch-Patenkirchen, Wank-LBS H1-021903.tif	0	1	0	1
16730	File:ETH-BIB-Gärstenhörner, Rhônegletscher, Furkastrasse, Mutthörner v. N. W.-Inlandflüge-LBS MH01-002429.tif	0	1	0	1
16731	File:ETH-BIB-Gässchen in Aleppo-Persienflug 1924-1925-LBS MH02-02-0023-AL-FL.tif	0	1	0	1
13956	File:ETH-BIB-Gasterental, Doldenhorn, Petersgrat, Breithorn v. W. aus 3500 m-Inlandflüge-LBS MH01-005750.tif	0	1	0	1
13962	File:ETH-BIB-Gasterntal-Einbruch, geolog. Karte-Dia 247-Z-00031.tif	1	0	0	1
13965	File:ETH-BIB-Gastlosen, Dent de Ruth v. S. aus 2400 m-Inlandflüge-LBS MH01-005238.tif	1	1	0	2
13966	File:ETH-BIB-Gastlosen, Dent de Ruth, Vanil Noir, Dent de Brenleire v. N. O. aus 2000 m-Inlandflüge-LBS MH01-004570.tif	0	1	0	1
13967	File:ETH-BIB-Gastlosen, Sattelspitzen von Nord-West-LBS H1-022236.tif	0	1	0	1
13969	File:ETH-BIB-Gastlosen, Wandflue, Dent de Ruth v. N. aus 2500 m-Inlandflüge-LBS MH01-004550.tif	0	1	0	1
13971	File:ETH-BIB-Gastnertal, Querschnitt-Dia 247-Z-00032.tif	1	0	0	1
13978	File:ETH-BIB-Gattikon-LBS H1-027998.tif	0	1	0	1
13979	File:ETH-BIB-Gattikon-LBS H1-027999.tif	0	1	0	1
13982	File:ETH-BIB-Gattikon-LBS H1-028057.tif	0	1	0	1
13987	File:ETH-BIB-Gattikon-LBS H1-028690.tif	0	1	0	1
13990	File:ETH-BIB-Gattikon-LBS H1-028693.tif	0	1	0	1
13975	File:ETH-BIB-Gattikon, Thalwil-LBS H1-028684.tif	1	1	0	2
13977	File:ETH-BIB-Gattikon, Weberei Schmid-Inlandflüge-LBS MH03-1782.tif	0	1	0	1
13998	File:ETH-BIB-Gauligletscher am Berglijoch, l. oben das Ritzlihorn, Bärglistock v. W. aus 4500 m-Inlandflüge-LBS MH01-000994.tif	0	1	0	1
13999	File:ETH-BIB-Gauligletscher, Ewigschneehorn, Lauteraarsattel, Wetterhörner-Inlandflüge-LBS MH01-005505.tif	0	1	0	1
14000	File:ETH-BIB-Gauligletscher, Finsteraarhorn-LBS H1-021298.tif	0	1	0	1
14001	File:ETH-BIB-Gauligletscher, Lauteraargletscher v. N. W. aus 4500 m-Inlandflüge-LBS MH01-000997.tif	0	1	0	1
14005	File:ETH-BIB-Gebenstorf aus 300 m-Inlandflüge-LBS MH01-004377.tif	0	1	0	1
14006	File:ETH-BIB-Gebenstorf-LBS H1-013681.tif	0	1	0	1
14007	File:ETH-BIB-Gebenstorf-LBS H1-013682.tif	0	1	0	1
14008	File:ETH-BIB-Gebenstorf-LBS H1-013683.tif	0	1	0	1
14009	File:ETH-BIB-Gebenstorf-LBS H1-021254.tif	0	1	0	1
51024	File:ETH-BIB-Gebenstorf-LBS H1-026198.tif	0	1	0	1
51026	File:ETH-BIB-Gebenstorf-LBS H1-026204.tif	0	1	0	1
51036	File:ETH-BIB-Gebiet vom Manjilpass aus 3000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0128-AL-FL.tif	0	1	0	1
51037	File:ETH-BIB-Gebirge am Mittelmeer-Kilimanjaroflug 1929-30-LBS MH02-07-0137.tif	0	1	0	1
51038	File:ETH-BIB-Gebirge an der Küste Spitzbergens-Spitzbergenflug 1923-LBS MH02-01-0064-A.tif	0	2	0	2
51040	File:ETH-BIB-Gebirge aus der Luft-Kilimanjaroflug 1929-30-LBS MH02-07-0581.tif	0	1	0	1
51044	File:ETH-BIB-Gebirge in Afrika-Kilimanjaroflug 1929-30-LBS MH02-07-0226.tif	0	2	0	2
51045	File:ETH-BIB-Gebirge in Afrika-Kilimanjaroflug 1929-30-LBS MH02-07-0227.tif	0	2	0	2
51046	File:ETH-BIB-Gebirge in Afrika-Kilimanjaroflug 1929-30-LBS MH02-07-0228.tif	0	2	0	2
51047	File:ETH-BIB-Gebirge in Afrika-Kilimanjaroflug 1929-30-LBS MH02-07-0229.tif	0	2	0	2
51048	File:ETH-BIB-Gebirge in Afrika-Kilimanjaroflug 1929-30-LBS MH02-07-0258.tif	0	1	0	1
51049	File:ETH-BIB-Gebirge in Europa-Kilimanjaroflug 1929-30-LBS MH02-07-0521.tif	0	1	0	1
51052	File:ETH-BIB-Gebirge mit Einschnitten und Spälten-Kilimanjaroflug 1929-30-LBS MH02-07-0544.tif	0	2	0	2
51054	File:ETH-BIB-Gebirge südlich von Schiraz aus 2500 m Höhe-Persienflug 1924-1925-LBS MH02-02-0183-AL-FL.tif	0	2	0	2
14011	File:ETH-BIB-Gebirge vor Chorrenabad-Persienflug 1924-1925-LBS MH02-02-0064-AL-FL.tif	0	1	0	1
14113	File:ETH-BIB-Gebirge-Kilimanjaroflug 1929-30-LBS MH02-07-0139.tif	0	1	0	1
14119	File:ETH-BIB-Gebirgslandschaft-Kilimanjaroflug 1929-30-LBS MH02-07-0538.tif	0	2	0	2
14120	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0234-AL-FL.tif	0	1	0	1
14121	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0235-AL-FL.tif	0	1	0	1
14122	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0236-AL-FL.tif	0	1	0	1
14123	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0238-AL-FL.tif	1	1	0	2
14124	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0239-AL-FL.tif	0	1	0	1
14126	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0242-AL-FL.tif	0	1	0	1
14127	File:ETH-BIB-Gebirgslandschaft-Persienflug 1924-1925-LBS MH02-02-0244-AL-FL.tif	0	1	0	1
14134	File:ETH-BIB-Geerlisberg bei Kloten-LBS H1-022200.tif	1	1	0	2
14152	File:ETH-BIB-Gegend bei Savigny-LBS H1-021399.tif	1	0	0	1
14153	File:ETH-BIB-Gegend oberhalb von Lado-Kilimanjaroflug 1929-30-LBS MH02-07-0267.tif	0	1	0	1
14156	File:ETH-BIB-Gegend von Kermanschah aus 3000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0062-AL-FL.tif	0	1	0	1
14160	File:ETH-BIB-Geiershubel, Spillgerten-LBS H1-020090.tif	0	1	0	1
14162	File:ETH-BIB-Geislingen an der Steige, Kuchen-Inlandflüge-LBS MH01-005903.tif	0	1	0	1
14161	File:ETH-BIB-Geislingen an der Steige, Kuchen, Tegelberg-Inlandflüge-LBS MH01-005917.tif	0	1	0	1
14163	File:ETH-BIB-Geissberg, Villigen, Beznau aus 800 m-Inlandflüge-LBS MH01-002635.tif	0	1	0	1
14164	File:ETH-BIB-Geissberg, Villigen, Böttstein, Döttingen, Beznau v. S. aus 1000 m-Inlandflüge-LBS MH01-001296.tif	0	1	0	1
14166	File:ETH-BIB-Geisshorn, Driest, Gletscher, Aletschhorn, Triestgletscher, Jungfrau, Mönch, Eiger v. S. aus 3800 m-Inlandflüge-LBS MH01-005809.tif	0	1	0	1
14167	File:ETH-BIB-Geisspfad, Rothorn, Valle Devero v. N. aus 3800 m-Inlandflüge-LBS MH01-006194.tif	0	1	0	1
14169	File:ETH-BIB-Gelfingen, Schloss Heidegg-LBS H1-014060.tif	1	1	0	2
14170	File:ETH-BIB-Gelfingen, Schloss Heidegg-LBS H1-015695.tif	0	1	0	1
14171	File:ETH-BIB-Gelfingen, Schloss Heidegg-LBS H1-015696.tif	0	1	0	1
14173	File:ETH-BIB-Gelmenhörner, Gallenstock v. der Grimsel aus 3800 m-Inlandflüge-LBS MH01-000371.tif	0	1	0	1
14174	File:ETH-BIB-Gelmerhörner, Gärstenhörner, Galenstock v. N. W. aus 4000 m-Inlandflüge-LBS MH01-002432.tif	0	1	0	1
14175	File:ETH-BIB-Gelmersee, Alplistock, Bächlistock, Finsteraarhorn,l Rothorn, Aletschhorn v. N. O.-Inlandflüge-LBS MH01-005813.tif	0	1	0	1
14178	File:ETH-BIB-Gelmersee, Dichtertal, Dichterberggletscher, Alpigl v. S. W. aus 2700 m-Inlandflüge-LBS MH01-004852.tif	0	1	0	1
14180	File:ETH-BIB-Gelmersee, Stausee aus 3000 m-Inlandflüge-LBS MH01-006403.tif	0	1	0	1
14181	File:ETH-BIB-Gelterkinden aus 100 m-Inlandflüge-LBS MH01-004540.tif	0	1	0	1
14182	File:ETH-BIB-Gelterkinden aus 200 m-Inlandflüge-LBS MH01-004542.tif	0	1	0	1
14183	File:ETH-BIB-Gelterkinden aus 500 m-Inlandflüge-LBS MH01-002875.tif	0	1	0	1
14184	File:ETH-BIB-Gelterkinden aus 500 m-Inlandflüge-LBS MH01-002876.tif	0	1	0	1
14185	File:ETH-BIB-Gelterkinden aus 500 m-Inlandflüge-LBS MH01-002877.tif	0	1	0	1
14198	File:ETH-BIB-Gelterkinden-LBS H1-012534.tif	0	1	0	1
14199	File:ETH-BIB-Gelterkinden-LBS H1-012535.tif	0	1	0	1
14200	File:ETH-BIB-Gelterkinden-LBS H1-013826.tif	0	1	0	1
14201	File:ETH-BIB-Gelterkinden-LBS H1-013857.tif	0	1	0	1
14202	File:ETH-BIB-Gelterkinden-LBS H1-013858.tif	0	1	0	1
14203	File:ETH-BIB-Gelterkinden-LBS H1-013859.tif	0	1	0	1
14204	File:ETH-BIB-Gelterkinden-LBS H1-021246.tif	0	1	0	1
14206	File:ETH-BIB-Gelterkinden-LBS H1-023432.tif	0	1	0	1
14207	File:ETH-BIB-Gelterkinden-LBS H1-023434.tif	0	1	0	1
14186	File:ETH-BIB-Gelterkinden, Dampfzug v. S. aus 500 m-Inlandflüge-LBS MH01-003585.tif	0	1	0	1
14187	File:ETH-BIB-Gelterkinden, Dampfzug-Inlandflüge-LBS MH01-003586.tif	0	1	0	1
14188	File:ETH-BIB-Gelterkinden, Gerberei Baader-Inlandflüge-LBS MH03-0289.tif	0	1	0	1
14189	File:ETH-BIB-Gelterkinden, Holzhandlung Buess-Inlandflüge-LBS MH03-0290.tif	0	1	0	1
14190	File:ETH-BIB-Gelterkinden, Ormalingen aus 2900 m-Inlandflüge-LBS MH01-002708.tif	0	1	0	1
14191	File:ETH-BIB-Gelterkinden, Pneufabrik Maloya-Inlandflüge-LBS MH03-1537.tif	0	1	0	1
14192	File:ETH-BIB-Gelterkinden, Seidenbandfabrik Seiler & Co Ag-Inlandflüge-LBS MH03-0286.tif	0	1	0	1
14193	File:ETH-BIB-Gelterkinden, Seidenbandfabrik Seiler & Co Ag-Inlandflüge-LBS MH03-0287.tif	0	1	0	1
14216	File:ETH-BIB-Gemmi, Daubensee, Rinderhorn, Balmhorn v. S. W. aus 4000 m-Inlandflüge-LBS MH01-000452.tif	0	1	0	1
14223	File:ETH-BIB-Gempen v. W. aus 200 m-Inlandflüge-LBS MH01-004078.tif	0	1	0	1
14224	File:ETH-BIB-Gempenturm, Scharten, Bad Schauenburg v. S. W. aus 200 m-Inlandflüge-LBS MH01-004080.tif	1	1	0	2
14226	File:ETH-BIB-Gemsfairenstock v. N. aus 3500 m-Inlandflüge-LBS MH01-006330.tif	1	1	0	2
14227	File:ETH-BIB-Gemsfairenstock, Claridenfirn v. W. aus 3300 m-Inlandflüge-LBS MH01-004743.tif	0	1	0	1
14228	File:ETH-BIB-Gemsfairenstock, Klausenpass, Glatten, Mären. Teufelsstöcke, Klausenpass v. S. aus 4000 m-Inlandflüge-LBS MH01-002253.tif	0	1	0	1
14229	File:ETH-BIB-Gemsfairenstock, Tödi v. N. aus 3800 m-Inlandflüge-LBS MH01-000328.tif	0	1	0	1
14232	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH01-006974.tif	0	1	0	1
14233	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH01-006975.tif	0	1	0	1
14234	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH01-006976.tif	0	1	0	1
14235	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH01-006978.tif	0	1	0	1
14236	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH01-006979.tif	0	1	0	1
14237	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH05-05-03.tif	0	1	0	1
14238	File:ETH-BIB-Gemsfairenstock, Tödi-Inlandflüge-LBS MH05-05-04.tif	0	1	0	1
14230	File:ETH-BIB-Gemsfairenstock, Tödi, Bifertenstock v. N. aus 4500 m-Inlandflüge-LBS MH01-000414.tif	0	1	0	1
14231	File:ETH-BIB-Gemsfairenstock, Tödi, Bifertenstock v. N. O. aus 4200 m-Inlandflüge-LBS MH01-001470.tif	0	1	0	1
14239	File:ETH-BIB-Gemsstock, Blick nach Südsüdwesten (SSW), Basòdino-LBS H1-016390.tif	0	1	0	1
14243	File:ETH-BIB-General Aviation Clark GA-43, CH-169 und Curtiss AT-32C Condor, CH-170 am Boden in Dübendorf-Inlandflüge-LBS MH05-32-07.tif	0	1	0	1
14244	File:ETH-BIB-General Aviation Clark GA-43, CH-169 und Curtiss AT-32C Condor, CH-170 am Boden in Dübendorf-Inlandflüge-LBS MH05-32-09.tif	0	1	0	1
14245	File:ETH-BIB-General Aviation Clark GA-43, CH-169 und Curtiss AT-32C Condor, CH-170 am Boden in Dübendorf-Inlandflüge-LBS MH05-32-20.tif	0	1	0	1
14246	File:ETH-BIB-General Aviation Clark GA-43, CH-169 und Curtiss AT-32C Condor, CH-170 am Boden in Dübendorf-Inlandflüge-LBS MH05-32-22.tif	0	1	0	1
14247	File:ETH-BIB-General Aviation Clark GA-43, CH-169 und Curtiss AT-32C Condor, CH-170 am Boden in Dübendorf-Inlandflüge-LBS MH05-32-23.tif	0	1	0	1
14614	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013783.tif	2	2	0	4
14615	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013785.tif	0	1	0	1
14616	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013791.tif	0	1	0	1
14617	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013792.tif	0	1	0	1
14618	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013793.tif	0	1	0	1
14619	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013795.tif	0	1	0	1
14620	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-013806.tif	0	1	0	1
14622	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-021221.tif	0	1	0	1
14624	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-022168.tif	0	1	0	1
14629	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-022173.tif	0	1	0	1
14635	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-026476.tif	0	1	0	1
14645	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-027245.tif	0	1	0	1
14648	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-027724.tif	0	1	0	1
14651	File:ETH-BIB-Genève Aéroport = Flughafen Genf-LBS H1-027727.tif	0	1	0	1
14667	File:ETH-BIB-Genève Aéroport-LBS H1-010992.tif	0	1	0	1
14668	File:ETH-BIB-Genève Aéroport-LBS H1-010993.tif	0	1	0	1
14669	File:ETH-BIB-Genève Aéroport-LBS H1-011425.tif	0	1	0	1
14670	File:ETH-BIB-Genève Aéroport-LBS H1-011426.tif	0	1	0	1
14671	File:ETH-BIB-Genève Aéroport-LBS H1-011738.tif	0	1	0	1
14672	File:ETH-BIB-Genève Aéroport-LBS H1-014443.tif	0	1	0	1
14673	File:ETH-BIB-Genève Aéroport-LBS H1-015444.tif	0	1	0	1
14674	File:ETH-BIB-Genève Aéroport-LBS H1-015446.tif	0	1	0	1
14675	File:ETH-BIB-Genève Aéroport-LBS H1-015447.tif	0	1	0	1
14676	File:ETH-BIB-Genève Aéroport-LBS H1-015448.tif	0	1	0	1
14657	File:ETH-BIB-Genève Aéroport, Abflughalle-LBS H1-013786.tif	0	1	0	1
14658	File:ETH-BIB-Genève Aéroport, Abflughalle-LBS H1-013794.tif	0	1	0	1
14659	File:ETH-BIB-Genève Aéroport, Cointrin-Inlandflüge-LBS MH01-006260.tif	0	1	0	1
14660	File:ETH-BIB-Genève Aéroport, Gebäude-LBS H1-013796.tif	0	1	0	1
14661	File:ETH-BIB-Genève Aéroport, Genf, Mont Blanc-LBS H1-013788.tif	0	1	0	1
14662	File:ETH-BIB-Genève Aéroport, Genf, Mont Blanc-LBS H1-013789.tif	0	1	0	1
14663	File:ETH-BIB-Genève Aéroport, Mont Blanc, Genf-LBS H1-013787.tif	0	1	0	1
14665	File:ETH-BIB-Genève Aéroport, Werft-LBS H1-013784.tif	0	1	0	1
14666	File:ETH-BIB-Genève Aéroport, Werft-LBS H1-013790.tif	0	1	0	1
14681	File:ETH-BIB-Genève, Cimetière de Plainpalais aus 100 m-Inlandflüge-LBS MH01-006067.tif	0	1	0	1
