9	6
9	7
9	8
9	9
13	9
13	10
15	10
8.5	12
24.5	19
20	30
18	13
12	10
10.5	15
7	6
9	14
4.5	6
21	30
9	13
8.5	8.5
6	8
23	23
10	15
18	24
12	17
6	7
6	9
6	6
10	12
12.7	17.78
9	12
2.4	3.6
8.5	10
13	18
30	30
