page	p1	p2	media_pv	file_per_page	page_type
/wiki/File:ETH-BIB-Kibo-Krater_im_Massiv_des_Kilimandscharo-Dia_247-02429.tif	File:ETH-BIB-Kibo-Krater_im_Massiv_des_Kilimandscharo-Dia_247-02429.tif	File:ETH-BIB-Kibo-Krater im Massiv des Kilimandscharo-Dia 247-02429.tif	6.333333333	1	file
/wiki/Category:Gottfried_Kinkel	Category:Gottfried_Kinkel	Category:Gottfried Kinkel	6.333333333	1	category
/wiki/File:BassersdorffSwissair-19700713ii.tif	File:BassersdorffSwissair-19700713ii.tif	File:BassersdorffSwissair-19700713ii.tif	6	1	file
/wiki/File:BassersdorffWFriedli-195709i.jpg	File:BassersdorffWFriedli-195709i.jpg	File:BassersdorffWFriedli-195709i.jpg	6	1	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_20	Commons:WikiProject_Aviation/recent_uploads/2017_June_20	Commons:WikiProject Aviation/recent uploads/2017 June 20	6	1364	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2018_January_10	Commons:WikiProject_Aviation/recent_uploads/2018_January_10	Commons:WikiProject Aviation/recent uploads/2018 January 10	6	4	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_8	Commons:WikiProject_Aviation/recent_uploads/2017_June_8	Commons:WikiProject Aviation/recent uploads/2017 June 8	5.846153846	312	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_July_31	Commons:WikiProject_Aviation/recent_uploads/2017_July_31	Commons:WikiProject Aviation/recent uploads/2017 July 31	5.818181818	1	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_12	Commons:WikiProject_Aviation/recent_uploads/2017_June_12	Commons:WikiProject Aviation/recent uploads/2017 June 12	5.769230769	1853	wikiproject
/wiki/User:OgreBot/Watercraft/2018_March_13	User:OgreBot/Watercraft/2018_March_13	User:OgreBot/Watercraft/2018 March 13	5.75	1	user_page
/wiki/File:ETH-BIB-Genf_=_Genève,_Plaine_de_Plainpalais,_Rhône_v._S._W._aus_500_m-Inlandflüge-LBS_MH01-000735-clip.jpg	File:ETH-BIB-Genf_=_Genève,_Plaine_de_Plainpalais,_Rhône_v._S._W._aus_500_m-Inlandflüge-LBS_MH01-000735-clip.jpg	File:ETH-BIB-Genf = Genève, Plaine de Plainpalais, Rhône v. S. W. aus 500 m-Inlandflüge-LBS MH01-000735-clip.jpg	5.666666667	1	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_February_3	Commons:WikiProject_Aviation/recent_uploads/2017_February_3	Commons:WikiProject Aviation/recent uploads/2017 February 3	5.647058824	6	wikiproject
/wiki/File:ETH-BIB-Escher,_Alfred_(1819-1882)-Portrait-Portr_05342.tif_(cropped).jpg	File:ETH-BIB-Escher,_Alfred_(1819-1882)-Portrait-Portr_05342.tif_(cropped).jpg	File:ETH-BIB-Escher, Alfred (1819-1882)-Portrait-Portr 05342.tif (cropped).jpg	5.615384615	2	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_21	Commons:WikiProject_Aviation/recent_uploads/2017_June_21	Commons:WikiProject Aviation/recent uploads/2017 June 21	5.615384615	400	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_9/Overflow_1	Commons:WikiProject_Aviation/recent_uploads/2017_June_9/Overflow_1	Commons:WikiProject Aviation/recent uploads/2017 June 9/Overflow 1	5.615384615	143	wikiproject
/wiki/File:BassersdorffWFriedli-19470728i.jpg	File:BassersdorffWFriedli-19470728i.jpg	File:BassersdorffWFriedli-19470728i.jpg	5.6	1	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_February_4	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	Commons:WikiProject Aviation/recent uploads/2017 February 4	5.470588235	562	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_12/Overflow_1	Commons:WikiProject_Aviation/recent_uploads/2017_June_12/Overflow_1	Commons:WikiProject Aviation/recent uploads/2017 June 12/Overflow 1	5.461538462	2136	wikiproject
/wiki/Commons:WikiProject_Aviation/recent_uploads/2016_June_21	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	Commons:WikiProject Aviation/recent uploads/2016 June 21	5.44	529	wikiproject
/wiki/User:Kareyac/Armenia/2017_May_11-20	User:Kareyac/Armenia/2017_May_11-20	User:Kareyac/Armenia/2017 May 11-20	5.428571429	0	user_page
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_May_11	Commons:WikiProject_Aviation/recent_uploads/2017_May_11	Commons:WikiProject Aviation/recent uploads/2017 May 11	5.285714286	0	wikiproject
/wiki/File:BassersdorffSwissair-19830814i.jpg	File:BassersdorffSwissair-19830814i.jpg	File:BassersdorffSwissair-19830814i.jpg	5.2	1	file
/wiki/File:BassersdorffSwissair-19990825i.tif	File:BassersdorffSwissair-19990825i.tif	File:BassersdorffSwissair-19990825i.tif	5	1	file
/wiki/File:BassersdorffSwissair-19810519i.tif	File:BassersdorffSwissair-19810519i.tif	File:BassersdorffSwissair-19810519i.tif	5	1	file
/wiki/File:BassersdorffSwissair-20010605i.jpg	File:BassersdorffSwissair-20010605i.jpg	File:BassersdorffSwissair-20010605i.jpg	5	1	file
/wiki/User:Schmelzle/NewFiles/2018_March_11-20	User:Schmelzle/NewFiles/2018_March_11-20	User:Schmelzle/NewFiles/2018 March 11-20	5	1	user_page
/wiki/User:DrTrigon/logs/eth-bib	User:DrTrigon/logs/eth-bib	User:DrTrigon/logs/eth-bib	5	787	user_page
/wiki/File:ETH-BIB-Genf,_Gaswerk_der_Stadt-Inlandflüge-LBS_MH03-0325-1-clip.jpg	File:ETH-BIB-Genf,_Gaswerk_der_Stadt-Inlandflüge-LBS_MH03-0325-1-clip.jpg	File:ETH-BIB-Genf, Gaswerk der Stadt-Inlandflüge-LBS MH03-0325-1-clip.jpg	5	1	file
/wiki/File:ETH-BIB-Weiss,_Pierre_(1865-1940)-Portrait-Portr_01257.jpg	File:ETH-BIB-Weiss,_Pierre_(1865-1940)-Portrait-Portr_01257.jpg	File:ETH-BIB-Weiss, Pierre (1865-1940)-Portrait-Portr 01257.jpg	5	2	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_June_9	Commons:WikiProject_Aviation/recent_uploads/2017_June_9	Commons:WikiProject Aviation/recent uploads/2017 June 9	5	1850	wikiproject
/wiki/File:Leo_Wehrli_ETH_Dia_247-01161.tif	File:Leo_Wehrli_ETH_Dia_247-01161.tif	File:Leo Wehrli ETH Dia 247-01161.tif	4.833333333	1	file
/wiki/User:Tokfo/Clocks/2016_December_11-20	User:Tokfo/Clocks/2016_December_11-20	User:Tokfo/Clocks/2016 December 11-20	4.8	1	user_page
/wiki/File:Hotel_Klimsenhorn_und_Klimsenkapelle_1964.jpg	File:Hotel_Klimsenhorn_und_Klimsenkapelle_1964.jpg	File:Hotel Klimsenhorn und Klimsenkapelle 1964.jpg	4.75	1	file
/wiki/Category:Oswald_Heer	Category:Oswald_Heer	Category:Oswald Heer	4.75	1	category
/wiki/User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_1-10	User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_1-10	User:Pingelig/Recent uploads/Canton of Thurgau/2017 June 1-10	4.727272727	1	user_page
/wiki/File:ETH-BIB-Dedekind,_Julius_Wilhelm_Richard_(1831-1916)-Portrait-Portr_11953.tif_(cropped).jpg	File:ETH-BIB-Dedekind,_Julius_Wilhelm_Richard_(1831-1916)-Portrait-Portr_11953.tif_(cropped).jpg	File:ETH-BIB-Dedekind, Julius Wilhelm Richard (1831-1916)-Portrait-Portr 11953.tif (cropped).jpg	4.714285714	2	file
/wiki/Category:Carl_Joseph_Schröter	Category:Carl_Joseph_Schröter	Category:Carl Joseph Schröter	4.714285714	1	category
/wiki/File:Mitholz_Explosion_3.jpg	File:Mitholz_Explosion_3.jpg	File:Mitholz Explosion 3.jpg	4.666666667	0	file
/wiki/File:ETH-BIB-Rambert,_Eugène_(1830-1886)-Portrait-Portr_00216.jpg	File:ETH-BIB-Rambert,_Eugène_(1830-1886)-Portrait-Portr_00216.jpg	File:ETH-BIB-Rambert, Eugène (1830-1886)-Portrait-Portr 00216.jpg	4.625	1	file
/wiki/User:OgreBot/Watercraft/2014_March_1-4	User:OgreBot/Watercraft/2014_March_1-4	User:OgreBot/Watercraft/2014 March 1-4	4.571428571	1	user_page
/wiki/File:BassersdorffSwissair-19650804i.tif	File:BassersdorffSwissair-19650804i.tif	File:BassersdorffSwissair-19650804i.tif	4.5	1	file
/wiki/File:BassersdorffSwissair-19800912i.tif	File:BassersdorffSwissair-19800912i.tif	File:BassersdorffSwissair-19800912i.tif	4.5	1	file
/wiki/File:BassersdorffSwissair-19830814i.tif	File:BassersdorffSwissair-19830814i.tif	File:BassersdorffSwissair-19830814i.tif	4.5	1	file
/wiki/File:Dia_247-00232.tif	File:Dia_247-00232.tif	File:Dia 247-00232.tif	4.5	1	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2017_May_6	Commons:WikiProject_Aviation/recent_uploads/2017_May_6	Commons:WikiProject Aviation/recent uploads/2017 May 6	4.5	1	wikiproject
/wiki/File:ETH-BIB-Schröter,_Carl_(1855-1939)-Portrait-Portr_06453.tif_(cropped).jpg	File:ETH-BIB-Schröter,_Carl_(1855-1939)-Portrait-Portr_06453.tif_(cropped).jpg	File:ETH-BIB-Schröter, Carl (1855-1939)-Portrait-Portr 06453.tif (cropped).jpg	4.357142857	2	file
/wiki/File:BassersdorffJVogt-19890513i.jpg	File:BassersdorffJVogt-19890513i.jpg	File:BassersdorffJVogt-19890513i.jpg	4.333333333	1	file
/wiki/File:BassersdorffSwissair-19890503i.tif	File:BassersdorffSwissair-19890503i.tif	File:BassersdorffSwissair-19890503i.tif	4.333333333	1	file
/wiki/User:OgreBot/Uploads_by_new_users/2017_June_26_13:30	User:OgreBot/Uploads_by_new_users/2017_June_26_13:30	User:OgreBot/Uploads by new users/2017 June 26 13:30	4.307692308	2	user_page
/wiki/User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_May_11-20	User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_May_11-20	User:Pingelig/Recent uploads/Canton of Thurgau/2017 May 11-20	4.307692308	1	user_page
/wiki/User_talk:Draemmli	User_talk:Draemmli	User talk:Draemmli	4.307692308	2	article/to_check
/wiki/File:BassersdorffSwissair-19890503ii.jpg	File:BassersdorffSwissair-19890503ii.jpg	File:BassersdorffSwissair-19890503ii.jpg	4.25	1	file
/wiki/File:BassersdorffSwissair-19960614i.jpg	File:BassersdorffSwissair-19960614i.jpg	File:BassersdorffSwissair-19960614i.jpg	4.25	1	file
/wiki/User:Zwiadowca21/NewFiles/2018_March_11-20	User:Zwiadowca21/NewFiles/2018_March_11-20	User:Zwiadowca21/NewFiles/2018 March 11-20	4.25	1	user_page
/wiki/File:CechEduard_Moscow1935.tif	File:CechEduard_Moscow1935.tif	File:CechEduard Moscow1935.tif	4.230769231	1	file
/wiki/File:BassersdorffSwissair-19700713ii.jpg	File:BassersdorffSwissair-19700713ii.jpg	File:BassersdorffSwissair-19700713ii.jpg	4.2	1	file
/wiki/User:Kareyac/Armenia/2017_March_1-10	User:Kareyac/Armenia/2017_March_1-10	User:Kareyac/Armenia/2017 March 1-10	4.0625	1	user_page
/wiki/User:Anton-kurt/Tyrol_new_files/2017_February_1-9	User:Anton-kurt/Tyrol_new_files/2017_February_1-9	User:Anton-kurt/Tyrol new files/2017 February 1-9	4.058823529	1	user_page
/wiki/File:BassersdorffSwissair-19800912ii.tif	File:BassersdorffSwissair-19800912ii.tif	File:BassersdorffSwissair-19800912ii.tif	4	1	file
/wiki/File:ETH-BIB-Basel,_Badische_Bahnhoefe_H1-008872-crop.jpg	File:ETH-BIB-Basel,_Badische_Bahnhoefe_H1-008872-crop.jpg	File:ETH-BIB-Basel, Badische Bahnhoefe H1-008872-crop.jpg	4	1	file
/wiki/File:BassersdorffSwissair-19770911i.jpg	File:BassersdorffSwissair-19770911i.jpg	File:BassersdorffSwissair-19770911i.jpg	4	1	file
/wiki/File:BassersdorffSwissair-19800912i.jpg	File:BassersdorffSwissair-19800912i.jpg	File:BassersdorffSwissair-19800912i.jpg	4	1	file
/wiki/File:BassersdorffSwissair-20000523i.tif	File:BassersdorffSwissair-20000523i.tif	File:BassersdorffSwissair-20000523i.tif	4	1	file
/wiki/File:ScobalitNuerensdorff-1963i.tif	File:ScobalitNuerensdorff-1963i.tif	File:ScobalitNuerensdorff-1963i.tif	4	1	file
/wiki/Category:Wilhelm_Fiedler	Category:Wilhelm_Fiedler	Category:Wilhelm Fiedler	3.952380952	1	category
/wiki/Category:Schloss_Luxburg	Category:Schloss_Luxburg	Category:Schloss Luxburg	3.923076923	1	category
/wiki/File:BassersdorffSwissair-19650804i.jpg	File:BassersdorffSwissair-19650804i.jpg	File:BassersdorffSwissair-19650804i.jpg	3.8	1	file
/wiki/File:Kraftwerk_Kandergrund_1934.jpg	File:Kraftwerk_Kandergrund_1934.jpg	File:Kraftwerk Kandergrund 1934.jpg	3.8	1	file
/wiki/User:Kareyac/Armenia/2016_May_21-31	User:Kareyac/Armenia/2016_May_21-31	User:Kareyac/Armenia/2016 May 21-31	3.769230769	2	user_page
/wiki/File:BassersdorffSwissair-19730615i.jpg	File:BassersdorffSwissair-19730615i.jpg	File:BassersdorffSwissair-19730615i.jpg	3.75	1	file
/wiki/File:BassersdorffSwissair-19940815i.tiff	File:BassersdorffSwissair-19940815i.tiff	File:BassersdorffSwissair-19940815i.tiff	3.75	1	file
/wiki/File:ETH-BIB-Bernoulli,_Daniel_(1700-1782)-Portrait-Portr_10971.jpg	File:ETH-BIB-Bernoulli,_Daniel_(1700-1782)-Portrait-Portr_10971.jpg	File:ETH-BIB-Bernoulli, Daniel (1700-1782)-Portrait-Portr 10971.jpg	3.75	2	file
/wiki/File:Betonfabrik_Grimselsee.jpg	File:Betonfabrik_Grimselsee.jpg	File:Betonfabrik Grimselsee.jpg	3.75	1	file
/wiki/User:Paris_16/Recent_uploads/2017_June_1-3	User:Paris_16/Recent_uploads/2017_June_1-3	User:Paris 16/Recent uploads/2017 June 1-3	3.75	3	user_page
/wiki/User:OgreBot/Uploads_by_new_users/2017_June_26_16:30	User:OgreBot/Uploads_by_new_users/2017_June_26_16:30	User:OgreBot/Uploads by new users/2017 June 26 16:30	3.692307692	1	user_page
/wiki/File:BassersdorffSwissair-19800912iv.tif	File:BassersdorffSwissair-19800912iv.tif	File:BassersdorffSwissair-19800912iv.tif	3.666666667	1	file
/wiki/Category:Eugène_Rambert	Category:Eugène_Rambert	Category:Eugène Rambert	3.555555556	1	category
/wiki/File:BassersdorffSchatz-19810519ii.jpg	File:BassersdorffSchatz-19810519ii.jpg	File:BassersdorffSchatz-19810519ii.jpg	3.5	1	file
/wiki/File:BassersdorffSchatz-19810519i.jpg	File:BassersdorffSchatz-19810519i.jpg	File:BassersdorffSchatz-19810519i.jpg	3.5	1	file
/wiki/File:BassersdorffSwissair-19700713i.jpg	File:BassersdorffSwissair-19700713i.jpg	File:BassersdorffSwissair-19700713i.jpg	3.5	1	file
/wiki/File:ETH-BIB-Genf_=_Genève,_Usine_à_gaz-LBS_H1-010998-clip.jpg	File:ETH-BIB-Genf_=_Genève,_Usine_à_gaz-LBS_H1-010998-clip.jpg	File:ETH-BIB-Genf = Genève, Usine à gaz-LBS H1-010998-clip.jpg	3.5	1	file
/wiki/File:MuehlebergSwissair-19990825i.jpg	File:MuehlebergSwissair-19990825i.jpg	File:MuehlebergSwissair-19990825i.jpg	3.5	1	file
/wiki/File:ETH-BIB-Winterthur-Seen_v._S._aus_200_m-Inlandflüge-LBS_MH01-002613_croppedandcorrected.tif	File:ETH-BIB-Winterthur-Seen_v._S._aus_200_m-Inlandflüge-LBS_MH01-002613_croppedandcorrected.tif	File:ETH-BIB-Winterthur-Seen v. S. aus 200 m-Inlandflüge-LBS MH01-002613 croppedandcorrected.tif	3.444444444	1	file
/wiki/File:ETH-BIB-Semper,_Gottfried_(1803-1879)-Portrait-Portr_10869.tif_(cropped).jpg	File:ETH-BIB-Semper,_Gottfried_(1803-1879)-Portrait-Portr_10869.tif_(cropped).jpg	File:ETH-BIB-Semper, Gottfried (1803-1879)-Portrait-Portr 10869.tif (cropped).jpg	3.428571429	1	file
/wiki/File:BassersdorffSwissair-19890503ii.tif	File:BassersdorffSwissair-19890503ii.tif	File:BassersdorffSwissair-19890503ii.tif	3.4	1	file
/wiki/File:BassersdorffSwissair-20010605i.tif	File:BassersdorffSwissair-20010605i.tif	File:BassersdorffSwissair-20010605i.tif	3.333333333	1	file
/wiki/File:BassersdorffSwissair-19940815i.jpg	File:BassersdorffSwissair-19940815i.jpg	File:BassersdorffSwissair-19940815i.jpg	3.25	1	file
/wiki/File:Young_Skewes_Schieldrop_Tricomi_Cartwright_Zurich1932.tif	File:Young_Skewes_Schieldrop_Tricomi_Cartwright_Zurich1932.tif	File:Young Skewes Schieldrop Tricomi Cartwright Zurich1932.tif	3.25	0	file
/wiki/File:Stormer_Hille_Walsh_Giambelli_Fjeldstad_Gonseth_Polya_Hille_Mordell_Riesz_Fejer_Wilkosz_Stormer_Lovenskiold_Bohr_Brouwer_Zurich1932.tif	File:Stormer_Hille_Walsh_Giambelli_Fjeldstad_Gonseth_Polya_Hille_Mordell_Riesz_Fejer_Wilkosz_Stormer_Lovenskiold_Bohr_Brouwer_Zurich1932.tif	File:Stormer Hille Walsh Giambelli Fjeldstad Gonseth Polya Hille Mordell Riesz Fejer Wilkosz Stormer Lovenskiold Bohr Brouwer Zurich1932.tif	3.230769231	0	file
/wiki/File:FinslerPaul_Zurich1932.tif	File:FinslerPaul_Zurich1932.tif	File:FinslerPaul Zurich1932.tif	3.230769231	0	file
/wiki/File:Saks_Pollaczek_Zurich1932.tif	File:Saks_Pollaczek_Zurich1932.tif	File:Saks Pollaczek Zurich1932.tif	3.222222222	0	file
/wiki/File:ETH-BIB-Deutscher_Botschafter_Ribbentrop,_Croydon-Weitere-LBS_MH05-37-01.tif	File:ETH-BIB-Deutscher_Botschafter_Ribbentrop,_Croydon-Weitere-LBS_MH05-37-01.tif	File:ETH-BIB-Deutscher Botschafter Ribbentrop, Croydon-Weitere-LBS MH05-37-01.tif	3.217391304	1	file
/wiki/User:Pingelig/Recent_uploads/Canton_of_Thurgau/2018_January_1-10	User:Pingelig/Recent_uploads/Canton_of_Thurgau/2018_January_1-10	User:Pingelig/Recent uploads/Canton of Thurgau/2018 January 1-10	3.2	1	user_page
/wiki/User:OgreBot/Watercraft/2017_July_31	User:OgreBot/Watercraft/2017_July_31	User:OgreBot/Watercraft/2017 July 31	3.090909091	1	user_page
/wiki/File:Stark_Wiener_Weeks_Morse_Adams_Politzer_Harshbarger_Mordell_Knaster_Kuratowski_Ganguillet_Zurich1932.tif	File:Stark_Wiener_Weeks_Morse_Adams_Politzer_Harshbarger_Mordell_Knaster_Kuratowski_Ganguillet_Zurich1932.tif	File:Stark Wiener Weeks Morse Adams Politzer Harshbarger Mordell Knaster Kuratowski Ganguillet Zurich1932.tif	3.083333333	0	file
/wiki/File:ETH-BIB-Wolf,_Johann_Rudolf_(1816-1893)-Portrait-Portr_12033-RE.tif_(cropped).jpg	File:ETH-BIB-Wolf,_Johann_Rudolf_(1816-1893)-Portrait-Portr_12033-RE.tif_(cropped).jpg	File:ETH-BIB-Wolf, Johann Rudolf (1816-1893)-Portrait-Portr 12033-RE.tif (cropped).jpg	3.071428571	1	file
/wiki/Commons:WikiProject_Aviation/recent_uploads/2016_December_22/Overflow_1	Commons:WikiProject_Aviation/recent_uploads/2016_December_22/Overflow_1	Commons:WikiProject Aviation/recent uploads/2016 December 22/Overflow 1	3.052631579	88	wikiproject
/wiki/File:ETH-BIB-Eisgang_der_Sihl,_mit_primärer_Eisdecke-Dia_247-00132.tif	File:ETH-BIB-Eisgang_der_Sihl,_mit_primärer_Eisdecke-Dia_247-00132.tif	File:ETH-BIB-Eisgang der Sihl, mit primärer Eisdecke-Dia 247-00132.tif	3	0	file
/wiki/File:BreitlohNuerensdorff-19610307i.tif	File:BreitlohNuerensdorff-19610307i.tif	File:BreitlohNuerensdorff-19610307i.tif	3	1	file
/wiki/File:BassersdorffSwissair-19890503i.jpg	File:BassersdorffSwissair-19890503i.jpg	File:BassersdorffSwissair-19890503i.jpg	3	1	file
/wiki/File:BassersdorffSchatz-19810519i.tif	File:BassersdorffSchatz-19810519i.tif	File:BassersdorffSchatz-19810519i.tif	3	1	file
/wiki/File:BassersdorffSwissair-20000523i.jpg	File:BassersdorffSwissair-20000523i.jpg	File:BassersdorffSwissair-20000523i.jpg	3	1	file
/wiki/File:BassersdorffSwissair-19810519iii.tif	File:BassersdorffSwissair-19810519iii.tif	File:BassersdorffSwissair-19810519iii.tif	3	1	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl,_aufwärts_gesehen-Dia_247-00134.tif	File:ETH-BIB-Eisgang_der_Sihl,_aufwärts_gesehen-Dia_247-00134.tif	File:ETH-BIB-Eisgang der Sihl, aufwärts gesehen-Dia 247-00134.tif	3	1	file
/wiki/File:BassersdorffSwissair-19810519iii.jpg	File:BassersdorffSwissair-19810519iii.jpg	File:BassersdorffSwissair-19810519iii.jpg	3	1	file
/wiki/File:BassersdorffSwissair-19800912vi.jpg	File:BassersdorffSwissair-19800912vi.jpg	File:BassersdorffSwissair-19800912vi.jpg	3	1	file
/wiki/File:NuerensdorffJVogt-198311i.tif	File:NuerensdorffJVogt-198311i.tif	File:NuerensdorffJVogt-198311i.tif	3	1	file
/wiki/File:ETH-BIB-Kenngott,_Gustav_Adolf_(1818-1897)-Portrait-Portr_12032.tif_(cropped).jpg	File:ETH-BIB-Kenngott,_Gustav_Adolf_(1818-1897)-Portrait-Portr_12032.tif_(cropped).jpg	File:ETH-BIB-Kenngott, Gustav Adolf (1818-1897)-Portrait-Portr 12032.tif (cropped).jpg	3	2	file
/wiki/Category:François-Alphonse_Forel	Category:François-Alphonse_Forel	Category:François-Alphonse Forel	3	1	category
/wiki/User:OgreBot/Watercraft/2017_June_10	User:OgreBot/Watercraft/2017_June_10	User:OgreBot/Watercraft/2017 June 10	2.923076923	1	user_page
/wiki/Category:Antoine-Elisée_Cherbuliez	Category:Antoine-Elisée_Cherbuliez	Category:Antoine-Elisée Cherbuliez	2.916666667	1	category
/wiki/File:BassersdorffSwissair-19800912v.jpg	File:BassersdorffSwissair-19800912v.jpg	File:BassersdorffSwissair-19800912v.jpg	2.75	1	file
/wiki/File:Mittelholzer_Zoo_1930.jpg	File:Mittelholzer_Zoo_1930.jpg	File:Mittelholzer Zoo 1930.jpg	2.75	1	file
/wiki/File:BassersdorffSwissair-19780725i.tif	File:BassersdorffSwissair-19780725i.tif	File:BassersdorffSwissair-19780725i.tif	2.666666667	1	file
/wiki/File:Comesatti_Vollm_Plaucherel_Zurich1932.tif	File:Comesatti_Vollm_Plaucherel_Zurich1932.tif	File:Comesatti Vollm Plaucherel Zurich1932.tif	2.666666667	1	file
/wiki/File:ETH-BIB-Deckenschotter-"Orgeln",_Gleissen-Tal_bei_München-Dia_247-00125.tif	File:ETH-BIB-Deckenschotter-"Orgeln",_Gleissen-Tal_bei_München-Dia_247-00125.tif	File:ETH-BIB-Deckenschotter-"Orgeln", Gleissen-Tal bei München-Dia 247-00125.tif	2.666666667	0	file
/wiki/File:ETH-BIB-Abschwung_am_Unteraargletscher-Dia_247-00165.tif	File:ETH-BIB-Abschwung_am_Unteraargletscher-Dia_247-00165.tif	File:ETH-BIB-Abschwung am Unteraargletscher-Dia 247-00165.tif	2.666666667	1	file
/wiki/File:ETH-BIB-Liesberg-LBS_H1-014826.tif_(cropped).jpg	File:ETH-BIB-Liesberg-LBS_H1-014826.tif_(cropped).jpg	File:ETH-BIB-Liesberg-LBS H1-014826.tif (cropped).jpg	2.666666667	2	file
/wiki/File:Wiener_Zurich1932.tif	File:Wiener_Zurich1932.tif	File:Wiener Zurich1932.tif	2.625	1	file
/wiki/Category:Mosen,_Lucerne	Category:Mosen,_Lucerne	Category:Mosen, Lucerne	2.611111111	1	category
/wiki/File:BassersdorffSwissair-19800912ii.jpg	File:BassersdorffSwissair-19800912ii.jpg	File:BassersdorffSwissair-19800912ii.jpg	2.6	1	file
/wiki/File:BassersdorffSwissair-19800912iii.jpg	File:BassersdorffSwissair-19800912iii.jpg	File:BassersdorffSwissair-19800912iii.jpg	2.6	1	file
/wiki/File:AlexanderIIJamesWaddel_Moscow1935.tif	File:AlexanderIIJamesWaddel_Moscow1935.tif	File:AlexanderIIJamesWaddel Moscow1935.tif	2.583333333	1	file
/wiki/User:Mai-Sachme/South_Tyrol/2016_April_1-10	User:Mai-Sachme/South_Tyrol/2016_April_1-10	User:Mai-Sachme/South Tyrol/2016 April 1-10	2.583333333	1	user_page
/wiki/File:SchauderJuliusz_Moscow1935.tif	File:SchauderJuliusz_Moscow1935.tif	File:SchauderJuliusz Moscow1935.tif	2.538461538	1	file
/wiki/Category:René_Thury	Category:René_Thury	Category:René Thury	2.538461538	1	category
/wiki/File:BassersdorffSwissair-19990825i.jpg	File:BassersdorffSwissair-19990825i.jpg	File:BassersdorffSwissair-19990825i.jpg	2.5	1	file
/wiki/File:BassersdorffSwissair-19810519v.jpg	File:BassersdorffSwissair-19810519v.jpg	File:BassersdorffSwissair-19810519v.jpg	2.5	1	file
/wiki/File:BassersdorffSwissair-19900809i.jpg	File:BassersdorffSwissair-19900809i.jpg	File:BassersdorffSwissair-19900809i.jpg	2.5	1	file
/wiki/User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_11-20	User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_11-20	User:Pingelig/Recent uploads/Canton of Thurgau/2017 June 11-20	2.5	3	user_page
/wiki/File:ETH-BIB-Forel,_Auguste_Henri_(1838-1931)-_Ancien_professeur_à_l'Université_de_Zürich-Portrait-Portr_02856.tif_(cropped).jpg	File:ETH-BIB-Forel,_Auguste_Henri_(1838-1931)-_Ancien_professeur_à_l'Université_de_Zürich-Portrait-Portr_02856.tif_(cropped).jpg	File:ETH-BIB-Forel, Auguste Henri (1838-1931)- Ancien professeur à l'Université de Zürich-Portrait-Portr 02856.tif (cropped).jpg	2.461538462	2	file
/wiki/File:ETH-BIB-Kinkel,_Gottfried_(1815-1882)-Portrait-Portr_00159.tif_(cropped).jpg	File:ETH-BIB-Kinkel,_Gottfried_(1815-1882)-Portrait-Portr_00159.tif_(cropped).jpg	File:ETH-BIB-Kinkel, Gottfried (1815-1882)-Portrait-Portr 00159.tif (cropped).jpg	2.461538462	2	file
/wiki/User:Derbrauni/NeuesDresden/2017_June_1-10	User:Derbrauni/NeuesDresden/2017_June_1-10	User:Derbrauni/NeuesDresden/2017 June 1-10	2.428571429	1	user_page
/wiki/File:Pierre_Weiss_-_ETH_BIB_Portr_01257_(Johannes_Meiner).jpg	File:Pierre_Weiss_-_ETH_BIB_Portr_01257_(Johannes_Meiner).jpg	File:Pierre Weiss - ETH BIB Portr 01257 (Johannes Meiner).jpg	2.416666667	1	file
/wiki/File:ETH-BIB-Pelton,_Lester_Allen_(1829-1908)-Portrait-Portr_01503.tif_(cropped).jpg	File:ETH-BIB-Pelton,_Lester_Allen_(1829-1908)-Portrait-Portr_01503.tif_(cropped).jpg	File:ETH-BIB-Pelton, Lester Allen (1829-1908)-Portrait-Portr 01503.tif (cropped).jpg	2.416666667	2	file
/wiki/File:BassersdorffSwissair-19800912iii.tif	File:BassersdorffSwissair-19800912iii.tif	File:BassersdorffSwissair-19800912iii.tif	2.4	1	file
