page	p1	p2	media_pv	file_per_page	page_type
/wiki/File:BassersdorffSwissair-19810519i.jpg	File:BassersdorffSwissair-19810519i.jpg	File:BassersdorffSwissair-19810519i.jpg	2.4	1	file
/wiki/File:ETH-BIB-Winterthur-Seen_v._S._aus_200_m-Inlandflüge-LBS_MH01-002613.tif	File:ETH-BIB-Winterthur-Seen_v._S._aus_200_m-Inlandflüge-LBS_MH01-002613.tif	File:ETH-BIB-Winterthur-Seen v. S. aus 200 m-Inlandflüge-LBS MH01-002613.tif	2.4	1	file
/wiki/File:Kogbetliantz_Cinquini_Szasz_Blichfeldt_Tzitzeica_Tyler_Papaioannou_Kiepert_Zurich1932.tif	File:Kogbetliantz_Cinquini_Szasz_Blichfeldt_Tzitzeica_Tyler_Papaioannou_Kiepert_Zurich1932.tif	File:Kogbetliantz Cinquini Szasz Blichfeldt Tzitzeica Tyler Papaioannou Kiepert Zurich1932.tif	2.384615385	0	file
/wiki/File:ETH-BIB-Ritter,_Karl_Wilhelm_(1847-1906)-Portrait-Portr_00873.tif_(cropped).jpg	File:ETH-BIB-Ritter,_Karl_Wilhelm_(1847-1906)-Portrait-Portr_00873.tif_(cropped).jpg	File:ETH-BIB-Ritter, Karl Wilhelm (1847-1906)-Portrait-Portr 00873.tif (cropped).jpg	2.384615385	2	file
/wiki/File:ETH-BIB-Schwarz,_Hermann_Amand_(1843-1921)-Portrait-Portr_11921.tif_(cropped).jpg	File:ETH-BIB-Schwarz,_Hermann_Amand_(1843-1921)-Portrait-Portr_11921.tif_(cropped).jpg	File:ETH-BIB-Schwarz, Hermann Amand (1843-1921)-Portrait-Portr 11921.tif (cropped).jpg	2.384615385	2	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl,_Übersicht,_bei_Langnau-Dia_247-00139.tif	File:ETH-BIB-Eisgang_der_Sihl,_Übersicht,_bei_Langnau-Dia_247-00139.tif	File:ETH-BIB-Eisgang der Sihl, Übersicht, bei Langnau-Dia 247-00139.tif	2.333333333	0	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00138.tif	File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00138.tif	File:ETH-BIB-Eisgang der Sihl-Dia 247-00138.tif	2.333333333	0	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00136.tif	File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00136.tif	File:ETH-BIB-Eisgang der Sihl-Dia 247-00136.tif	2.333333333	0	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00137.tif	File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00137.tif	File:ETH-BIB-Eisgang der Sihl-Dia 247-00137.tif	2.333333333	0	file
/wiki/File:ETH-BIB-Hötting_bei_Innsbruck-Dia_247-00120.tif	File:ETH-BIB-Hötting_bei_Innsbruck-Dia_247-00120.tif	File:ETH-BIB-Hötting bei Innsbruck-Dia 247-00120.tif	2.333333333	0	file
/wiki/File:NuerensdorffWFriedli-19580911i.jpg	File:NuerensdorffWFriedli-19580911i.jpg	File:NuerensdorffWFriedli-19580911i.jpg	2.333333333	1	file
/wiki/File:ETH-BIB-Flimser_Bergsturz,_bei_Versam-Dia_247-00085.tif	File:ETH-BIB-Flimser_Bergsturz,_bei_Versam-Dia_247-00085.tif	File:ETH-BIB-Flimser Bergsturz, bei Versam-Dia 247-00085.tif	2.333333333	1	file
/wiki/File:ETH-BIB-Elmer_Bergsturz,_11.9.1881-Dia_247-00057.tif	File:ETH-BIB-Elmer_Bergsturz,_11.9.1881-Dia_247-00057.tif	File:ETH-BIB-Elmer Bergsturz, 11.9.1881-Dia 247-00057.tif	2.333333333	0	file
/wiki/User:Zwiadowca21/NewFiles/2017_June_1-10	User:Zwiadowca21/NewFiles/2017_June_1-10	User:Zwiadowca21/NewFiles/2017 June 1-10	2.333333333	2	user_page
/wiki/File:ETH-BIB-Fiedler,_Wilhelm_(1832-1912)-Portrait-Portr_05903.tif_(cropped).jpg	File:ETH-BIB-Fiedler,_Wilhelm_(1832-1912)-Portrait-Portr_05903.tif_(cropped).jpg	File:ETH-BIB-Fiedler, Wilhelm (1832-1912)-Portrait-Portr 05903.tif (cropped).jpg	2.307692308	2	file
/wiki/File:Plaucherel_Goldziher_Blumenthal_Zurich1932.tif	File:Plaucherel_Goldziher_Blumenthal_Zurich1932.tif	File:Plaucherel Goldziher Blumenthal Zurich1932.tif	2.307692308	1	file
/wiki/File:Simons_Cummings_Schieldrop_Speiser_Zurich1932.tif	File:Simons_Cummings_Schieldrop_Speiser_Zurich1932.tif	File:Simons Cummings Schieldrop Speiser Zurich1932.tif	2.3	1	file
/wiki/File:BassersdorffSwissair-19800912vi.tif	File:BassersdorffSwissair-19800912vi.tif	File:BassersdorffSwissair-19800912vi.tif	2.25	1	file
/wiki/File:ETH-BIB-Steinmetz_,_Charles_Proteus_(1865-1923)-Portrait-Portr_03023.jpg	File:ETH-BIB-Steinmetz_,_Charles_Proteus_(1865-1923)-Portrait-Portr_03023.jpg	File:ETH-BIB-Steinmetz , Charles Proteus (1865-1923)-Portrait-Portr 03023.jpg	2.25	1	file
/wiki/File:Picone_Franel_Dandliker_Kraitchik_Kollros_Wolff_Straszewicz_Zurich1932.tif	File:Picone_Franel_Dandliker_Kraitchik_Kollros_Wolff_Straszewicz_Zurich1932.tif	File:Picone Franel Dandliker Kraitchik Kollros Wolff Straszewicz Zurich1932.tif	2.230769231	1	file
/wiki/File:Julius_Platter_-_ETH_BIB_Portr_01248_(Johannes_Meiner)_(cropped).jpg	File:Julius_Platter_-_ETH_BIB_Portr_01248_(Johannes_Meiner)_(cropped).jpg	File:Julius Platter - ETH BIB Portr 01248 (Johannes Meiner) (cropped).jpg	2.222222222	1	file
/wiki/File:ETH-BIB-Kleiner,_Alfred_(1849-1916)-Portrait-Portr_10505.tif_(cropped).jpg	File:ETH-BIB-Kleiner,_Alfred_(1849-1916)-Portrait-Portr_10505.tif_(cropped).jpg	File:ETH-BIB-Kleiner, Alfred (1849-1916)-Portrait-Portr 10505.tif (cropped).jpg	2.214285714	2	file
/wiki/File:BassersdorffSwissair-19810519iv.tif	File:BassersdorffSwissair-19810519iv.tif	File:BassersdorffSwissair-19810519iv.tif	2.2	1	file
/wiki/File:BassersdorffSchatz-19810519ii.tif	File:BassersdorffSchatz-19810519ii.tif	File:BassersdorffSchatz-19810519ii.tif	2.2	1	file
/wiki/User:Tokfo/Tram_transport/2017_June_1-10	User:Tokfo/Tram_transport/2017_June_1-10	User:Tokfo/Tram transport/2017 June 1-10	2.2	1	user_page
/wiki/File:BassersdorffSwissair-19810519ii.jpg	File:BassersdorffSwissair-19810519ii.jpg	File:BassersdorffSwissair-19810519ii.jpg	2.166666667	1	file
/wiki/File:ETH-BIB-Mörsch,_Emil_(1872-1950)-Portrait-Portr_10815.tif_(cropped).jpg	File:ETH-BIB-Mörsch,_Emil_(1872-1950)-Portrait-Portr_10815.tif_(cropped).jpg	File:ETH-BIB-Mörsch, Emil (1872-1950)-Portrait-Portr 10815.tif (cropped).jpg	2.153846154	2	file
/wiki/File:ETH-BIB-Wolf,_Johann_Rudolf_(1816-1893)-Portrait-Portr_12033-RE.tif.jpg	File:ETH-BIB-Wolf,_Johann_Rudolf_(1816-1893)-Portrait-Portr_12033-RE.tif.jpg	File:ETH-BIB-Wolf, Johann Rudolf (1816-1893)-Portrait-Portr 12033-RE.tif.jpg	2.142857143	1	file
/wiki/File:Theodor_Vetter_-_ETH_BIB_Portr_00279_(Johannes_Meiner).jpg	File:Theodor_Vetter_-_ETH_BIB_Portr_00279_(Johannes_Meiner).jpg	File:Theodor Vetter - ETH BIB Portr 00279 (Johannes Meiner).jpg	2.105263158	1	file
/wiki/Category:Naaba_Koom_II	Category:Naaba_Koom_II	Category:Naaba Koom II	2.090909091	1	category
/wiki/File:ETH-BIB-Mousson,_Albert_(1805-1890)-Portrait-Portr_12040.tif_ALT.jpg	File:ETH-BIB-Mousson,_Albert_(1805-1890)-Portrait-Portr_12040.tif_ALT.jpg	File:ETH-BIB-Mousson, Albert (1805-1890)-Portrait-Portr 12040.tif ALT.jpg	2.083333333	2	file
/wiki/File:ETH-BIB-Vischer,_Friedrich_Theodor_(1807-1887)-Portrait-Portr_00280.tif_(cropped).jpg	File:ETH-BIB-Vischer,_Friedrich_Theodor_(1807-1887)-Portrait-Portr_00280.tif_(cropped).jpg	File:ETH-BIB-Vischer, Friedrich Theodor (1807-1887)-Portrait-Portr 00280.tif (cropped).jpg	2.083333333	2	file
/wiki/File:ETH-BIB-Lugeon,_Maurice_(1870_-_1953)-Portrait-Portr_09852.tif_(cropped).jpg	File:ETH-BIB-Lugeon,_Maurice_(1870_-_1953)-Portrait-Portr_09852.tif_(cropped).jpg	File:ETH-BIB-Lugeon, Maurice (1870 - 1953)-Portrait-Portr 09852.tif (cropped).jpg	2.071428571	2	file
/wiki/File:BassersdorffSwissair-19810519iv.jpg	File:BassersdorffSwissair-19810519iv.jpg	File:BassersdorffSwissair-19810519iv.jpg	2	1	file
/wiki/File:Cairns_Daniell_Young_Stouffer_Mitchell_Stouffer_Kenedy_Zurich1932.tif	File:Cairns_Daniell_Young_Stouffer_Mitchell_Stouffer_Kenedy_Zurich1932.tif	File:Cairns Daniell Young Stouffer Mitchell Stouffer Kenedy Zurich1932.tif	2	0	file
/wiki/File:BassersdorffSwissair-19800912iv.jpg	File:BassersdorffSwissair-19800912iv.jpg	File:BassersdorffSwissair-19800912iv.jpg	2	1	file
/wiki/File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00133.tif	File:ETH-BIB-Eisgang_der_Sihl-Dia_247-00133.tif	File:ETH-BIB-Eisgang der Sihl-Dia 247-00133.tif	2	0	file
/wiki/File:BassersdorffSwissair-19960715i.tif	File:BassersdorffSwissair-19960715i.tif	File:BassersdorffSwissair-19960715i.tif	2	1	file
/wiki/File:BassersdorffSwissair-19960614ii.tif	File:BassersdorffSwissair-19960614ii.tif	File:BassersdorffSwissair-19960614ii.tif	2	1	file
/wiki/File:BassersdorffSwissair-19810519v.tif	File:BassersdorffSwissair-19810519v.tif	File:BassersdorffSwissair-19810519v.tif	2	1	file
/wiki/File:ETH-BIB-Golzernsee,_Maderanertal-Dia_247-00025.tif	File:ETH-BIB-Golzernsee,_Maderanertal-Dia_247-00025.tif	File:ETH-BIB-Golzernsee, Maderanertal-Dia 247-00025.tif	2	1	file
/wiki/File:ETH-BIB-Hausstock_v._E-Dia_247-00058.tif	File:ETH-BIB-Hausstock_v._E-Dia_247-00058.tif	File:ETH-BIB-Hausstock v. E-Dia 247-00058.tif	2	1	file
/wiki/User:Anton-kurt/Tyrol_new_files/2016_April_1-10	User:Anton-kurt/Tyrol_new_files/2016_April_1-10	User:Anton-kurt/Tyrol new files/2016 April 1-10	2	1	user_page
/wiki/File:ETH-BIB-Hohenhöwen,_Hohenstoffeln,_von_der_Randen-Verwerfung_südlich_Bibern-Dia_247-00002.tif	File:ETH-BIB-Hohenhöwen,_Hohenstoffeln,_von_der_Randen-Verwerfung_südlich_Bibern-Dia_247-00002.tif	File:ETH-BIB-Hohenhöwen, Hohenstoffeln, von der Randen-Verwerfung südlich Bibern-Dia 247-00002.tif	2	0	file
/wiki/User:Schmelzle/NewFiles/2016_May_21-31	User:Schmelzle/NewFiles/2016_May_21-31	User:Schmelzle/NewFiles/2016 May 21-31	2	7	user_page
/wiki/File:ETH-BIB-Grimsel,_Rundhöcker-Dia_247-00166.tif	File:ETH-BIB-Grimsel,_Rundhöcker-Dia_247-00166.tif	File:ETH-BIB-Grimsel, Rundhöcker-Dia 247-00166.tif	2	0	file
/wiki/File:ETH-BIB-Gletscherhorn,_Avers-Dia_247-00041.tif	File:ETH-BIB-Gletscherhorn,_Avers-Dia_247-00041.tif	File:ETH-BIB-Gletscherhorn, Avers-Dia 247-00041.tif	2	0	file
/wiki/File:Wrinch_Cartan_Forsyth_ValleePoussin_Togliatti_Fueter_Weyl_Zurich1932.tif	File:Wrinch_Cartan_Forsyth_ValleePoussin_Togliatti_Fueter_Weyl_Zurich1932.tif	File:Wrinch Cartan Forsyth ValleePoussin Togliatti Fueter Weyl Zurich1932.tif	2	0	file
/wiki/File:ETH-BIB-Weber,_Heinrich_(1842-1913)-Portrait-Portr_09008.tif_(cropped).jpg	File:ETH-BIB-Weber,_Heinrich_(1842-1913)-Portrait-Portr_09008.tif_(cropped).jpg	File:ETH-BIB-Weber, Heinrich (1842-1913)-Portrait-Portr 09008.tif (cropped).jpg	2	2	file
/wiki/User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_21-30	User:Pingelig/Recent_uploads/Canton_of_Thurgau/2017_June_21-30	User:Pingelig/Recent uploads/Canton of Thurgau/2017 June 21-30	2	1	user_page
/wiki/File:MuehlebergSwissair-19990825i.tif	File:MuehlebergSwissair-19990825i.tif	File:MuehlebergSwissair-19990825i.tif	2	1	file
/wiki/File:ETH-BIB-Meyer,_Victor_(1848-1897)-Portrait-Portr_00860.tif_(cropped).jpg	File:ETH-BIB-Meyer,_Victor_(1848-1897)-Portrait-Portr_00860.tif_(cropped).jpg	File:ETH-BIB-Meyer, Victor (1848-1897)-Portrait-Portr 00860.tif (cropped).jpg	2	2	file
/wiki/Category:Schloss_Goldenberg	Category:Schloss_Goldenberg	Category:Schloss Goldenberg	2	1	category
/wiki/File:ETH-BIB-Dietler,_Hermann_(1839-1924)-Portrait-Portr_03555-A.tif_(cropped).jpg	File:ETH-BIB-Dietler,_Hermann_(1839-1924)-Portrait-Portr_03555-A.tif_(cropped).jpg	File:ETH-BIB-Dietler, Hermann (1839-1924)-Portrait-Portr 03555-A.tif (cropped).jpg	1.923076923	2	file
/wiki/File:Cartan_Forsyth_Zurich1932.tif	File:Cartan_Forsyth_Zurich1932.tif	File:Cartan Forsyth Zurich1932.tif	1.923076923	0	file
/wiki/Category:Rudolf_Wolf	Category:Rudolf_Wolf	Category:Rudolf Wolf	1.916666667	1	category
/wiki/File:SudanGabriel_Zurich1932.tif	File:SudanGabriel_Zurich1932.tif	File:SudanGabriel Zurich1932.tif	1.888888889	0	file
/wiki/File:Otto_Decher_-_ETH_BIB_Portr_02360-007-AL_(Johannes_Meiner).jpg	File:Otto_Decher_-_ETH_BIB_Portr_02360-007-AL_(Johannes_Meiner).jpg	File:Otto Decher - ETH BIB Portr 02360-007-AL (Johannes Meiner).jpg	1.866666667	1	file
/wiki/File:ETH-BIB-Meyer,_Victor_(1848-1897)-Portrait-Portr_00860.jpg	File:ETH-BIB-Meyer,_Victor_(1848-1897)-Portrait-Portr_00860.jpg	File:ETH-BIB-Meyer, Victor (1848-1897)-Portrait-Portr 00860.jpg	1.857142857	2	file
/wiki/File:ETH-BIB-Bluntschli,_Hans_(1877-1962)-Portrait-Portr_02804.tif_(cropped).jpg	File:ETH-BIB-Bluntschli,_Hans_(1877-1962)-Portrait-Portr_02804.tif_(cropped).jpg	File:ETH-BIB-Bluntschli, Hans (1877-1962)-Portrait-Portr 02804.tif (cropped).jpg	1.846153846	2	file
/wiki/File:AgnolaCarloAlbertoDell_Zurich1932.tif	File:AgnolaCarloAlbertoDell_Zurich1932.tif	File:AgnolaCarloAlbertoDell Zurich1932.tif	1.846153846	1	file
/wiki/File:ETH-BIB-Paul-Armand_Challemel-Lacour_(1827-1896),_Professor_am_eidg._Polytechnikum_1856-1859-Portrait-Portr_05548.tif_(cropped).jpg	File:ETH-BIB-Paul-Armand_Challemel-Lacour_(1827-1896),_Professor_am_eidg._Polytechnikum_1856-1859-Portrait-Portr_05548.tif_(cropped).jpg	File:ETH-BIB-Paul-Armand Challemel-Lacour (1827-1896), Professor am eidg. Polytechnikum 1856-1859-Portrait-Portr 05548.tif (cropped).jpg	1.846153846	2	file
/wiki/Category:SAIS-Werke_Horn_TG	Category:SAIS-Werke_Horn_TG	Category:SAIS-Werke Horn TG	1.823529412	1	category
/wiki/File:ETH-BIB-Mousson,_Albert_(1805-1890)-Portrait-Portr_12040.tif_ALT_(cropped).jpg	File:ETH-BIB-Mousson,_Albert_(1805-1890)-Portrait-Portr_12040.tif_ALT_(cropped).jpg	File:ETH-BIB-Mousson, Albert (1805-1890)-Portrait-Portr 12040.tif ALT (cropped).jpg	1.818181818	2	file
/wiki/Category:Robert_Gnehm	Category:Robert_Gnehm	Category:Robert Gnehm	1.80952381	1	category
/wiki/User:AndreasPraefcke/Bodenseekreis_new_files/2018_January_1-10	User:AndreasPraefcke/Bodenseekreis_new_files/2018_January_1-10	User:AndreasPraefcke/Bodenseekreis new files/2018 January 1-10	1.8	1	user_page
/wiki/File:ETH-BIB-Bamberger,_Eugen_(1857-1932)-Portrait-Portr_00015.tif_(cropped).jpg	File:ETH-BIB-Bamberger,_Eugen_(1857-1932)-Portrait-Portr_00015.tif_(cropped).jpg	File:ETH-BIB-Bamberger, Eugen (1857-1932)-Portrait-Portr 00015.tif (cropped).jpg	1.769230769	2	file
/wiki/File:BassersdorffSwissair-19800912v.tif	File:BassersdorffSwissair-19800912v.tif	File:BassersdorffSwissair-19800912v.tif	1.75	1	file
/wiki/File:BassersdorffSwissair-19950503i.tif	File:BassersdorffSwissair-19950503i.tif	File:BassersdorffSwissair-19950503i.tif	1.75	1	file
/wiki/File:BassersdorffSwissair-19950503i.jpg	File:BassersdorffSwissair-19950503i.jpg	File:BassersdorffSwissair-19950503i.jpg	1.75	1	file
/wiki/Category:Media_contributed_by_the_ETH-Bibliothek/Reports/wikimedia_usage	Category:Media_contributed_by_the_ETH-Bibliothek/Reports/wikimedia_usage	Category:Media contributed by the ETH-Bibliothek/Reports/wikimedia usage	1.739130435	23	category
/wiki/File:ETH-BIB-Wolfer,_Alfred_(1854-1931),_Ingenieur_-_Schule,_Eidgenössisches_Polytechnikum_Zürich,_1899-1903-Portrait-Portr_02360-029-AL.tif_(cropped).jpg	File:ETH-BIB-Wolfer,_Alfred_(1854-1931),_Ingenieur_-_Schule,_Eidgenössisches_Polytechnikum_Zürich,_1899-1903-Portrait-Portr_02360-029-AL.tif_(cropped).jpg	File:ETH-BIB-Wolfer, Alfred (1854-1931), Ingenieur - Schule, Eidgenössisches Polytechnikum Zürich, 1899-1903-Portrait-Portr 02360-029-AL.tif (cropped).jpg	1.727272727	2	file
/wiki/File:ETH-BIB-Genf_=_Genève,_Usine_à_gaz-LBS_H1-010998.tif	File:ETH-BIB-Genf_=_Genève,_Usine_à_gaz-LBS_H1-010998.tif	File:ETH-BIB-Genf = Genève, Usine à gaz-LBS H1-010998.tif	1.714285714	1	file
/wiki/File:BassersdorfprospectusIV.jpg	File:BassersdorfprospectusIV.jpg	File:BassersdorfprospectusIV.jpg	1.709677419	1	file
/wiki/File:ETH-BIB-Treadwell,_Frederic_Pearson_(1857-1918)-Portrait-Portr_01256.tif_(cropped).jpg	File:ETH-BIB-Treadwell,_Frederic_Pearson_(1857-1918)-Portrait-Portr_01256.tif_(cropped).jpg	File:ETH-BIB-Treadwell, Frederic Pearson (1857-1918)-Portrait-Portr 01256.tif (cropped).jpg	1.692307692	2	file
/wiki/File:KampenEgbertRudolfVan_Moscow1935.tif	File:KampenEgbertRudolfVan_Moscow1935.tif	File:KampenEgbertRudolfVan Moscow1935.tif	1.692307692	1	file
/wiki/File:BassersdorffSwissair-20100708i.jpg	File:BassersdorffSwissair-20100708i.jpg	File:BassersdorffSwissair-20100708i.jpg	1.666666667	1	file
/wiki/File:ETH-BIB-Bifertenstock,_vom_Puntaiglasgletscher-Dia_247-00080.tif	File:ETH-BIB-Bifertenstock,_vom_Puntaiglasgletscher-Dia_247-00080.tif	File:ETH-BIB-Bifertenstock, vom Puntaiglasgletscher-Dia 247-00080.tif	1.666666667	1	file
/wiki/File:CharpentierMarie_Zurich1932.tif	File:CharpentierMarie_Zurich1932.tif	File:CharpentierMarie Zurich1932.tif	1.666666667	1	file
/wiki/File:BassersdorffSwissair-19900809i.tif	File:BassersdorffSwissair-19900809i.tif	File:BassersdorffSwissair-19900809i.tif	1.666666667	1	file
/wiki/File:NuerensdorffJVogt-198311i.jpg	File:NuerensdorffJVogt-198311i.jpg	File:NuerensdorffJVogt-198311i.jpg	1.666666667	1	file
/wiki/File:ETH-BIB-Gletscherbuckel,_am_Nägelisgrätli-Dia_247-00158.tif	File:ETH-BIB-Gletscherbuckel,_am_Nägelisgrätli-Dia_247-00158.tif	File:ETH-BIB-Gletscherbuckel, am Nägelisgrätli-Dia 247-00158.tif	1.666666667	0	file
/wiki/File:ScobalitNuerensdorff-1963i.jpg	File:ScobalitNuerensdorff-1963i.jpg	File:ScobalitNuerensdorff-1963i.jpg	1.666666667	1	file
/wiki/File:ETH-BIB-Flimser_Bergsturz,_von_Sagens-Dia_247-00110.tif	File:ETH-BIB-Flimser_Bergsturz,_von_Sagens-Dia_247-00110.tif	File:ETH-BIB-Flimser Bergsturz, von Sagens-Dia 247-00110.tif	1.666666667	0	file
/wiki/File:ETH-BIB-Gerillter_Nagelfluhblock_am_Greifensee-Dia_247-00030.tif	File:ETH-BIB-Gerillter_Nagelfluhblock_am_Greifensee-Dia_247-00030.tif	File:ETH-BIB-Gerillter Nagelfluhblock am Greifensee-Dia 247-00030.tif	1.666666667	1	file
/wiki/File:ETH-BIB-Mayr's_Steinbruch,_Höttinger_Breccie,_bei_Innsbruck-Dia_247-00121.tif	File:ETH-BIB-Mayr's_Steinbruch,_Höttinger_Breccie,_bei_Innsbruck-Dia_247-00121.tif	File:ETH-BIB-Mayr's Steinbruch, Höttinger Breccie, bei Innsbruck-Dia 247-00121.tif	1.666666667	1	file
/wiki/File:Weeks_Morse_Knaster_Kuratowski_Zurich1932.tif	File:Weeks_Morse_Knaster_Kuratowski_Zurich1932.tif	File:Weeks Morse Knaster Kuratowski Zurich1932.tif	1.666666667	1	file
/wiki/File:Lietzmann_Fantappie_Trost_Zurich1932.tif	File:Lietzmann_Fantappie_Trost_Zurich1932.tif	File:Lietzmann Fantappie Trost Zurich1932.tif	1.666666667	1	file
/wiki/File:ETH-BIB-Hüfigletscher,_Gletscherschliff-Dia_247-00153.tif	File:ETH-BIB-Hüfigletscher,_Gletscherschliff-Dia_247-00153.tif	File:ETH-BIB-Hüfigletscher, Gletscherschliff-Dia 247-00153.tif	1.666666667	0	file
/wiki/File:ETH-BIB-Hüfigletscher,_Uebersicht-Dia_247-00151.tif	File:ETH-BIB-Hüfigletscher,_Uebersicht-Dia_247-00151.tif	File:ETH-BIB-Hüfigletscher, Uebersicht-Dia 247-00151.tif	1.666666667	0	file
/wiki/File:Wilhelm_Fiedler_-_ETH_BIB_Portr_04712_(Johannes_Meiner).jpg	File:Wilhelm_Fiedler_-_ETH_BIB_Portr_04712_(Johannes_Meiner).jpg	File:Wilhelm Fiedler - ETH BIB Portr 04712 (Johannes Meiner).jpg	1.666666667	3	file
/wiki/File:Hille_Walsh_Zurich1932.tif	File:Hille_Walsh_Zurich1932.tif	File:Hille Walsh Zurich1932.tif	1.636363636	0	file
/wiki/File:Rosenblatt_Stahelin_Tonolo_Zullig_Zurich1932.tif	File:Rosenblatt_Stahelin_Tonolo_Zullig_Zurich1932.tif	File:Rosenblatt Stahelin Tonolo Zullig Zurich1932.tif	1.615384615	1	file
/wiki/File:Cech_Husson_Tonelli_Zurich1932.tif	File:Cech_Husson_Tonelli_Zurich1932.tif	File:Cech Husson Tonelli Zurich1932.tif	1.6	0	file
/wiki/File:BreitlohNuerensdorff-19610307i.jpg	File:BreitlohNuerensdorff-19610307i.jpg	File:BreitlohNuerensdorff-19610307i.jpg	1.6	1	file
/wiki/User:Tokfo/Clocks/2017_May_21-31	User:Tokfo/Clocks/2017_May_21-31	User:Tokfo/Clocks/2017 May 21-31	1.6	1	user_page
/wiki/File:RosenthalArthur_Zurich1932.tif	File:RosenthalArthur_Zurich1932.tif	File:RosenthalArthur Zurich1932.tif	1.583333333	0	file
/wiki/File:Robert_Gnehm_-_ETH_BIB_Portr_01238_(Johannes_Meiner).jpg	File:Robert_Gnehm_-_ETH_BIB_Portr_01238_(Johannes_Meiner).jpg	File:Robert Gnehm - ETH BIB Portr 01238 (Johannes Meiner).jpg	1.583333333	1	file
/wiki/File:ETH-BIB-Prym,_Friedrich_Emil_(1841-1915)-Portrait-Portr_09682.tif_(cropped).jpg	File:ETH-BIB-Prym,_Friedrich_Emil_(1841-1915)-Portrait-Portr_09682.tif_(cropped).jpg	File:ETH-BIB-Prym, Friedrich Emil (1841-1915)-Portrait-Portr 09682.tif (cropped).jpg	1.571428571	2	file
/wiki/File:Otto_Roth_-_ETH_BIB_Portr_01251_(Johannes_Meiner).jpg	File:Otto_Roth_-_ETH_BIB_Portr_01251_(Johannes_Meiner).jpg	File:Otto Roth - ETH BIB Portr 01251 (Johannes Meiner).jpg	1.571428571	3	file
/wiki/File:ETH-BIB-La_Nicca,_Richard_(1794-1883)-Portrait-Portr_09603.tif_(cropped).jpg	File:ETH-BIB-La_Nicca,_Richard_(1794-1883)-Portrait-Portr_09603.tif_(cropped).jpg	File:ETH-BIB-La Nicca, Richard (1794-1883)-Portrait-Portr 09603.tif (cropped).jpg	1.571428571	2	file
/wiki/File:Johansson_Nielsen_Spiess_Bompiani_Zurich1932.tif	File:Johansson_Nielsen_Spiess_Bompiani_Zurich1932.tif	File:Johansson Nielsen Spiess Bompiani Zurich1932.tif	1.538461538	1	file
/wiki/File:ETH-BIB-Bolley,_Pompejus_Alexander_(1812-1870)-Portrait-Portr_00041.tif_(cropped).jpg	File:ETH-BIB-Bolley,_Pompejus_Alexander_(1812-1870)-Portrait-Portr_00041.tif_(cropped).jpg	File:ETH-BIB-Bolley, Pompejus Alexander (1812-1870)-Portrait-Portr 00041.tif (cropped).jpg	1.5	2	file
/wiki/File:BassersdorffSwissair-19960715i.jpg	File:BassersdorffSwissair-19960715i.jpg	File:BassersdorffSwissair-19960715i.jpg	1.5	1	file
/wiki/File:TamarkinJacob_Moscow1935.tif	File:TamarkinJacob_Moscow1935.tif	File:TamarkinJacob Moscow1935.tif	1.5	1	file
/wiki/File:Rainich_Lense_Lense_Comesatti_Comessatti_Blumenthal_Zurich1932.tif	File:Rainich_Lense_Lense_Comesatti_Comessatti_Blumenthal_Zurich1932.tif	File:Rainich Lense Lense Comesatti Comessatti Blumenthal Zurich1932.tif	1.5	0	file
/wiki/File:Giambelli_Fjeldstad_Zurich1932.tif	File:Giambelli_Fjeldstad_Zurich1932.tif	File:Giambelli Fjeldstad Zurich1932.tif	1.5	1	file
/wiki/File:HeegaardPoul_Moscow1935.tif	File:HeegaardPoul_Moscow1935.tif	File:HeegaardPoul Moscow1935.tif	1.5	1	file
/wiki/File:ETH-BIB-Lunge,_Georg_(1839-1923)-Portrait-Portr_00184.jpg	File:ETH-BIB-Lunge,_Georg_(1839-1923)-Portrait-Portr_00184.jpg	File:ETH-BIB-Lunge, Georg (1839-1923)-Portrait-Portr 00184.jpg	1.5	1	file
/wiki/File:ETH-BIB-Clerc,_Charly_(1882-1958)-Portrait-Portr_00060.tif_(cropped).jpg	File:ETH-BIB-Clerc,_Charly_(1882-1958)-Portrait-Portr_00060.tif_(cropped).jpg	File:ETH-BIB-Clerc, Charly (1882-1958)-Portrait-Portr 00060.tif (cropped).jpg	1.461538462	2	file
/wiki/Category:Gustav_Adolf_Kenngott	Category:Gustav_Adolf_Kenngott	Category:Gustav Adolf Kenngott	1.454545455	1	category
/wiki/File:Riabouchinsky_Zurich1932.tif	File:Riabouchinsky_Zurich1932.tif	File:Riabouchinsky Zurich1932.tif	1.444444444	0	file
/wiki/Category:Val_Curtegns	Category:Val_Curtegns	Category:Val Curtegns	1.444444444	1	category
