5358	File:ETH-BIB-Gewitterstimmung über Mittelland, Bielersee v. O. aus 1000 m-Inlandflüge-LBS MH01-005130.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5359	File:ETH-BIB-Giarsun, Guarda, Ardez, Tarasp, Engadina, Piz Pisoc, Piz Zuort, Piz Madlain, Piz Zon, Piz Lischana v. N. W. aus 3000 m-Inlandflüge-LBS MH01-004982.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5363	File:ETH-BIB-Gibswil, Fischenthal, Bachtelkette v. S. aus 1200 m-Inlandflüge-LBS MH01-002495.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5364	File:ETH-BIB-Giessbach, Grandhotel Giessbach-Inlandflüge-LBS MH03-0322.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5365	File:ETH-BIB-Giessbach, Grandhotel Giessbach-Inlandflüge-LBS MH03-0323.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5366	File:ETH-BIB-Giez, Orges, Bullet, Le Chasseron v. S. O. aus 1800 m-Inlandflüge-LBS MH01-004094.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5367	File:ETH-BIB-Gingen an der Fils bei Geislingen, a.d. Steige-Inlandflüge-LBS MH01-005920.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5368	File:ETH-BIB-Giof, Madrano, Valle Airolo, Val Tremola-Inlandflüge-LBS MH01-006139.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	-
5369	File:ETH-BIB-Giornico, Chironico, Kehrtunnels v. S. O. aus 1200 m-Inlandflüge-LBS MH01-006148.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	-
5370	File:ETH-BIB-Gipf-Oberfrick aus 600 m-Inlandflüge-LBS MH01-002642.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5371	File:ETH-BIB-Gipfel des Mount Kenya mit Lewisgletscher-Kilimanjaroflug 1929-30-LBS MH02-07-0089.tif	User:DrTrigon/logs/eth-bib	-
5371	File:ETH-BIB-Gipfel des Mount Kenya mit Lewisgletscher-Kilimanjaroflug 1929-30-LBS MH02-07-0089.tif	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	-
5372	File:ETH-BIB-Gipfelpartie des Grossglockner von Norden-Inlandflüge-LBS MH01-007243.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5373	File:ETH-BIB-Giraffen in der Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0065.tif	User:DrTrigon/logs/eth-bib	-
5373	File:ETH-BIB-Giraffen in der Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0065.tif	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	-
5374	File:ETH-BIB-Giraffen in der Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0374.tif	User:DrTrigon/logs/eth-bib	-
5374	File:ETH-BIB-Giraffen in der Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0374.tif	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	-
5375	File:ETH-BIB-Gisikon-Root, Bahnhof, Reuss, Fabrikkanal-Inlandflüge-LBS MH03-1919.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5376	File:ETH-BIB-Gisliflue, Wilhof, Aare v. S. aus 800 m-Inlandflüge-LBS MH01-004146.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22/Overflow_1	-
5377	File:ETH-BIB-Giswil, Diechtersmatt, Grossteil, Rudenz v. S. W. aus 1600 m-Inlandflüge-LBS MH01-004929.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5378	File:ETH-BIB-Gitschen, Uri Rotstock, Berneralpen, Blackenstock v. N. O. aus 2700 m-Inlandflüge-LBS MH01-005616.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5379	File:ETH-BIB-Gitschen, Uri Rotstock, Titlis, Kleintal v. N. O. aus 2600 m-Inlandflüge-LBS MH01-005613.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5380	File:ETH-BIB-Gizeh mit Pyramiden aus 400 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0009.tif	User:DrTrigon/logs/eth-bib	-
5380	File:ETH-BIB-Gizeh mit Pyramiden aus 400 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0009.tif	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	-
5381	File:ETH-BIB-Glacier d'Argentière, Aiguille Vertes, Les Droites, Aiguille de Triolet v. N. aus 4000 m-Inlandflüge-LBS MH01-005194.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5382	File:ETH-BIB-Glacier d'Argentière, Mont Dolent v. N. W. aus 4000 m-Inlandflüge-LBS MH01-005192.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5383	File:ETH-BIB-Glacier d'Argentière, Mont Dolent v. N. W. aus 4000 m-Inlandflüge-LBS MH01-005193.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5384	File:ETH-BIB-Glacier d'Argentière, r. der Dreiländerstein Mont Dolent, in der Ferne Matterhorn und Monte Rosa v. N. W. aus 4000 m-Inlandflüge-LBS MH01-001163.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15/Overflow_1	-
5385	File:ETH-BIB-Glacier della Brenva v. O.-Inlandflüge-LBS MH01-007427.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5386	File:ETH-BIB-Glacier della Brenva, Mont Maudit v. O.-Inlandflüge-LBS MH01-007428.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5389	File:ETH-BIB-Glacier du Brenay, Mont Collon, Matterhorn, Monte Rosa v. W. aus 4600 m-Inlandflüge-LBS MH01-005793.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5390	File:ETH-BIB-Glacier du Sonadon-Inlandflüge-LBS MH05-22-02.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5391	File:ETH-BIB-Glacier du Tour v. N. W. aus 3200 m-Inlandflüge-LBS MH01-005233.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5392	File:ETH-BIB-Glacier du Tour, Aiguille du Chardonnet v. N. aus 4000 m-Inlandflüge-LBS MH01-005195.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5393	File:ETH-BIB-Glacier du Trient, Gletscherzunge v. N. W. aus 3000 m-Inlandflüge-LBS MH01-005234.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5394	File:ETH-BIB-Gland, Kiesgrube SBB-Inlandflüge-LBS MH03-0324.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5395	File:ETH-BIB-Glarner Alpen über dem Nebelmeer, Aufnahme von NO-Inlandflüge-LBS MH01-007708.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5396	File:ETH-BIB-Glarner Alpen, Wägital, Claridengebiet-Inlandflüge-LBS MH01-000366.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5397	File:ETH-BIB-Glarner Alpen-Inlandflüge-LBS MH05-23-15.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5398	File:ETH-BIB-Glarner und Urner Alpen v. N. aus 2500 m Höhe-Inlandflüge-LBS MH01-005245-AL.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5399	File:ETH-BIB-Glarner, Tödi, Bifertengrätli, Ochsenstock, Glärnisch, Grünhorngrat v. S. aus 4000 m-Inlandflüge-LBS MH01-002269.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5400	File:ETH-BIB-Glarneralpen aus 7000 m-Inlandflüge-LBS MH01-006414.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5401	File:ETH-BIB-Glarneralpen v. N. aus 7000 m-Inlandflüge-LBS MH01-006412.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5402	File:ETH-BIB-Glarneralpen, Walensee, Churfirsten, Tödi, Glärnisch v. N. aus 3200 m-Inlandflüge-LBS MH01-000352.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5403	File:ETH-BIB-Glarneralpen-Inlandflüge-LBS MH05-02-05.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5404	File:ETH-BIB-Glarneralpen-Inlandflüge-LBS MH05-02-20.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5405	File:ETH-BIB-Glarnerland, Übersicht, Glarus, Linthal v. N. aus 3000 m-Inlandflüge-LBS MH01-000257.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5406	File:ETH-BIB-Glarus aus 100 m-Inlandflüge-LBS MH01-004530.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5407	File:ETH-BIB-Glarus aus 1000 m-Inlandflüge-LBS MH01-001283.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15/Overflow_1	-
5408	File:ETH-BIB-Glarus aus 1500 m-Inlandflüge-LBS MH01-006022.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	-
5409	File:ETH-BIB-Glarus aus 200 m-Inlandflüge-LBS MH01-004597.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5410	File:ETH-BIB-Glarus v. S. aus 1000 m-Inlandflüge-LBS MH01-003490.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5411	File:ETH-BIB-Glarus, Bahnhof, nördlicher Teil aus 100 m-Inlandflüge-LBS MH01-002263.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5413	File:ETH-BIB-Glarus, Ennenda v. W. 3400 m-Inlandflüge-LBS MH01-000584.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5414	File:ETH-BIB-Glarus, Ennenda, Netstal, Glärnisch-Inlandflüge-LBS MH01-001439.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15/Overflow_1	-
5415	File:ETH-BIB-Glarus, Ennenda, Schwanden, Kärpf v. N. aus 2600 m-Inlandflüge-LBS MH01-006128.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	-
5416	File:ETH-BIB-Glarus, Fabriken an der Bleichestrasse-Inlandflüge-LBS MH03-0379.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5417	File:ETH-BIB-Glarus, Kirche-Inlandflüge-LBS MH01-002264.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5418	File:ETH-BIB-Glarus, Netstal, Wiggis v. W. aus 4300 m-Inlandflüge-LBS MH01-000585.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5419	File:ETH-BIB-Glarus, Riedern, Netstal, Mollis, Näfels, Sackberg v. S. S. W. aus 3000 m-Inlandflüge-LBS MH01-004938.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5420	File:ETH-BIB-Glaserhorn, Ringelspitz, Piz Barghis v. N. W. aus 3500 m-Inlandflüge-LBS MH01-003038.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5421	File:ETH-BIB-Glatscher da Gliems, Tödi, Schärhorn, Sandpass-Inlandflüge-LBS MH01-003566.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5422	File:ETH-BIB-Glatscher da Punteglias, Piz Frisal, Bifertenstock v. S. aus 3600 m-Inlandflüge-LBS MH01-003567.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5423	File:ETH-BIB-Glatt, Firn, Spannörter, Titlis v. N. O. aus 3400 m-Inlandflüge-LBS MH01-004711.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5424	File:ETH-BIB-Glatt, Firn, Spannörter, Titlis, Schlossberg v. N. O. aus 3400 m-Inlandflüge-LBS MH01-004712.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5425	File:ETH-BIB-Glattalpsee-Inlandflüge-LBS MH05-03-22.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5426	File:ETH-BIB-Glattbrugg, BP-Inlandflüge-LBS MH03-0375.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5427	File:ETH-BIB-Glattbrugg, Firma Richard Hauser, Teppichfabrik und Gurtenweberei-Inlandflüge-LBS MH03-1762.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5428	File:ETH-BIB-Glattbrugg, Gurtenweberei Hauser-Inlandflüge-LBS MH03-1567.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5429	File:ETH-BIB-Glattbrugg, Hauser Teppichfabrik-Inlandflüge-LBS MH03-0376.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5430	File:ETH-BIB-Glattbrugg, Hauser Teppichfabrik-Inlandflüge-LBS MH03-0377.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5431	File:ETH-BIB-Glattbrugg, Rupf & Co Farbenfabrik-Inlandflüge-LBS MH03-0378.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5432	File:ETH-BIB-Glattbrugg, Rupf & Co Farbenfabrik-Inlandflüge-LBS MH03-0380.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5433	File:ETH-BIB-Glattbrugg, Seebach, Oerlikon aus 300 m-Inlandflüge-LBS MH01-004625.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5434	File:ETH-BIB-Glattenfirn, Spannort, Schlossberggrat-Inlandflüge-LBS MH01-000175.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5435	File:ETH-BIB-Glattfelden aus 100 m-Inlandflüge-LBS MH01-002279.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5436	File:ETH-BIB-Glattfelden v. O. aus 500 m-Inlandflüge-LBS MH01-004162.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5437	File:ETH-BIB-Glattfelden v. S. aus 100 m-Inlandflüge-LBS MH01-002281.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5438	File:ETH-BIB-Glattfelden, Rheinsfelden v. S. O. aus 600 m-Inlandflüge-LBS MH01-004161.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5439	File:ETH-BIB-Glattfelden, Spinnerei Glattfelden-Inlandflüge-LBS MH03-0954.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5440	File:ETH-BIB-Glattfelden, Spinnerei Glattfelden-Inlandflüge-LBS MH03-0955.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5441	File:ETH-BIB-Glattfelden, Spinnerei-Inlandflüge-LBS MH03-1580.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5442	File:ETH-BIB-Glattfelden, Weberei-Inlandflüge-LBS MH03-1576.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5443	File:ETH-BIB-Glattfelden, Weberei-Inlandflüge-LBS MH03-1585.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5444	File:ETH-BIB-Glärnisch, Bifertenstock, Wolkenmeer v. N. aus 2500 m-Inlandflüge-LBS MH01-005517.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5445	File:ETH-BIB-Glärnisch, Glärnischfirn v. S. aus 3600 m-Inlandflüge-LBS MH01-003018.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5447	File:ETH-BIB-Glärnisch, Guppen v. S. aus 3400 m-Inlandflüge-LBS MH01-003019.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5448	File:ETH-BIB-Glärnisch, Klöntalersee v. O. aus 2400 m-Inlandflüge-LBS MH01-000255.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5449	File:ETH-BIB-Glärnisch, Klöntalersee v. O. aus 3400 m-Inlandflüge-LBS MH01-000139.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5450	File:ETH-BIB-Glärnisch, Klöntalersee, Vrenelisgärtli v. N. aus 4000 m-Inlandflüge-LBS MH01-000582.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5451	File:ETH-BIB-Glärnisch, Klöntalersee, Vrenelisgärtli v. O. aus 3200 m-Inlandflüge-LBS MH01-000138.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5452	File:ETH-BIB-Glärnisch, Linthtal v. N. aus 3000 m-Inlandflüge-LBS MH01-000256.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5453	File:ETH-BIB-Glärnisch, Ruchen-Inlandflüge-LBS MH05-06B-16.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5454	File:ETH-BIB-Glärnisch, Speer, Zürcheroberland v. S. O. aus 3900 m-Inlandflüge-LBS MH01-001467.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15/Overflow_1	-
5456	File:ETH-BIB-Glärnisch, Tödi, Windgälle Flug-Inlandflüge-LBS MH05-09-02.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5457	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-22.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5458	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-23.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5459	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-24.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5460	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-25.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5461	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-27.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5462	File:ETH-BIB-Glärnisch, Tödi, Windgällen - Flug-Inlandflüge-LBS MH05-09-29.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5463	File:ETH-BIB-Glärnisch, Vrenelisgärtli, Mürtschenstock, Säntis v. N. W. aus 3000 m-Inlandflüge-LBS MH01-003782.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5464	File:ETH-BIB-Glärnisch, Vrenelisgärtli, Ruchen, Bächistock v. N. aus 4300 m-Inlandflüge-LBS MH01-000581.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5465	File:ETH-BIB-Glärnisch, Vrenelisgärtli-Inlandflüge-LBS MH01-006951.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5466	File:ETH-BIB-Glärnisch, Vrenelisgärtli-Inlandflüge-LBS MH05-59-18.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5467	File:ETH-BIB-Glärnisch, Vrenelisgärtli-Inlandflüge-LBS MH05-59-19.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5468	File:ETH-BIB-Glärnisch, Vrenelisgärtli-Inlandflüge-LBS MH05-59-20.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5469	File:ETH-BIB-Glärnisch, Vrenelisgärtli-Inlandflüge-LBS MH05-59-21.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5470	File:ETH-BIB-Glärnisch, Zeinenfurggel, Bächistock, Bös, Fulen v. W. aus 3600 m-Inlandflüge-LBS MH01-002255.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5471	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-006952.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5472	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-006954.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5473	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-006956.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5474	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-006957.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5475	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-007007.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5476	File:ETH-BIB-Glärnisch-Inlandflüge-LBS MH01-008232.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5477	File:ETH-BIB-Glärnisch-Nordwand, Klöntalersee aus 3200 m-Inlandflüge-LBS MH01-006531.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5478	File:ETH-BIB-Glärnisch-Nordwand, Klöntalersee aus 3200 m-Inlandflüge-LBS MH01-006532.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5479	File:ETH-BIB-Glärnischfirn aus 3400 m-Inlandflüge-LBS MH01-003016.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5480	File:ETH-BIB-Glärnischfirn, Bächistock v. N. aus 3000 m-Inlandflüge-LBS MH01-006332.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5481	File:ETH-BIB-Glärnischfirn, Fürberg, Klöntalersee aus 3400 m-Inlandflüge-LBS MH01-003020.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5482	File:ETH-BIB-Glärnischfirn-Inlandflüge-LBS MH01-006953.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5483	File:ETH-BIB-Glärnischmassiv v. N. aus 3200 m-Inlandflüge-LBS MH01-003015.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5485	File:ETH-BIB-Gmündertobelbrücke im Bau (1907-08)--Ans 05306-018-AL.tif	Category:Media_contributed_by_the_ETH-Bibliothek/Reports/improvement	-
5485	File:ETH-BIB-Gmündertobelbrücke im Bau (1907-08)--Ans 05306-018-AL.tif	Richard Coray	mw-gu-onwiki-de_wikipedia_org
5486	File:ETH-BIB-Gmündertobelbrücke im Bau (1907-08)--Ans 05306-019-AL.tif	Category:Media_contributed_by_the_ETH-Bibliothek/Reports/improvement	-
5486	File:ETH-BIB-Gmündertobelbrücke im Bau (1907-08)--Ans 05306-019-AL.tif	Gmündertobelbrücke	mw-gu-onwiki-de_wikipedia_org
5487	File:ETH-BIB-Gnipen, Arth, Goldau, Mythen, Zugersee, Lauerzersee, Tödi v. N. W. aus 2300 m-Inlandflüge-LBS MH01-008000.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_4	-
5488	File:ETH-BIB-Gobba di Rollin, General Milch-Inlandflüge-LBS MH05-60-21.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5489	File:ETH-BIB-Gobba di Rollin, General Milch-Inlandflüge-LBS MH05-60-32.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
5490	File:ETH-BIB-Goldach (ehem. Gmd. Tübach), Aachmühle-Inlandflüge-LBS MH03-0373.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5491	File:ETH-BIB-Goldach 500 m-Inlandflüge-LBS MH01-004633.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5492	File:ETH-BIB-Goldach v. S. O. aus 600 m-Inlandflüge-LBS MH01-005411.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5493	File:ETH-BIB-Goldach, Bruggmühle, Vereinigte Mühlen AG-Inlandflüge-LBS MH03-0370.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5494	File:ETH-BIB-Goldach, Bruggmühle, Vereinigte Mühlen AG-Inlandflüge-LBS MH03-0374.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5495	File:ETH-BIB-Goldach, Textilwerk Blumenegg an der Blumeneggstrasse-Inlandflüge-LBS MH03-0372.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5496	File:ETH-BIB-Goldauer, Bergsturzgebiet v. S.-Inlandflüge-LBS MH01-006169.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5497	File:ETH-BIB-Goldbach, Küsnacht, Färberei Terlinden AG-Inlandflüge-LBS MH03-0357.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9	-
5498	File:ETH-BIB-Goldenberg, Schloss aus 100 m-Inlandflüge-LBS MH01-006377.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5499	File:ETH-BIB-Goldenberg, Schloss aus 100 m-Inlandflüge-LBS MH01-006379.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5501	File:ETH-BIB-Golfo del Tigullio-Kilimanjaroflug 1929-30-LBS MH02-07-0401.tif	User:DrTrigon/logs/eth-bib	-
5501	File:ETH-BIB-Golfo del Tigullio-Kilimanjaroflug 1929-30-LBS MH02-07-0401.tif	Commons:WikiProject_Aviation/recent_uploads/2016_June_21	-
5502	File:ETH-BIB-Gommiswald, Rickenstrasse aus 100 m-Inlandflüge-LBS MH01-002362.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5503	File:ETH-BIB-Goms, Brudelhorn, Blinnenhorn, Oberwallis, Monte Rosa, Mischabelgruppe, Matterhorn, Weisshorn-Inlandflüge-LBS MH01-005490.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5504	File:ETH-BIB-Goms, Reckingen, Gluringen, Ritzingen, Biel v. N. O. aus 4000 m-Inlandflüge-LBS MH01-005497.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5505	File:ETH-BIB-Goms, Übersicht, Brig, Vispertäler v. N. O. aus 4000 m-Inlandflüge-LBS MH01-000382.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_15	-
5506	File:ETH-BIB-Gondiswil, Ärbolligen, Rohrbach, Reisiswil, Melchnau v. N. aus 3000 m-Inlandflüge-LBS MH01-003269.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5507	File:ETH-BIB-Gontenschwil, Leimbach, Beinwil am See v. W. aus 1000 m-Inlandflüge-LBS MH01-004389.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_3/Overflow_1	-
5508	File:ETH-BIB-Gontenschwil, Leimbach, Zetzwil v. S. W. aus 2000 m-Inlandflüge-LBS MH01-003132.tif	Commons:WikiProject_Aviation/recent_uploads/2016_December_22	-
5509	File:ETH-BIB-Gontenschwil, Lochmühle- Aluminiumwarenfabrik Gontenschwil A.-G.-Inlandflüge-LBS MH03-1704.tif	Commons:WikiProject_Aviation/recent_uploads/2017_February_9/Overflow_1	-
